date,RECORD,SerNo,O3_Avg,T_int,Flow_Avg,Cell_Pres_Avg,T_Air,T_inst,O3_Status,Fan_Status,Zero_Status,V_Batt,Met_Diag_Flags
5/1/16 18:00,,2,50.125,1.925,2150.5,586.9,-1.6,19.75,,0,0,12.955,
5/1/16 19:00,,2,50.7,1,2106.25,588.35,-2.35,18.775,,0,0,12.8725,
5/1/16 20:00,,2,50.45,-0.05,2070,589.575,-2.425,17.725,,0,0,12.82,
5/1/16 21:00,,2,48.25,-0.55,2038.25,590.975,-2.2,16.9,,0,0,12.785,
5/1/16 22:00,,2,49.325,-0.35,2020.5,591.675,-1.975,16.625,,0,0,12.74,
5/1/16 23:00,,2,46.25,-0.15,2010.75,591.325,-1.95,16.725,,0,0,12.7075,
5/2/16 0:00,,2,,0.1,1990.5,595.85,-2.125,17.175,,0,-0.5,12.63,
5/2/16 1:00,,2,46.3,0.275,2000.5,593.475,-2.5,18.175,,0,-0.25,12.63,
5/2/16 2:00,,2,49.5,-1.15,1991.5,592.4,-3.55,17.025,,0,0,12.5925,
5/2/16 3:00,,2,49.675,-2.825,1954,593.4,-3.5,15.325,,0,0,12.535,
5/2/16 4:00,,2,51.1,-2.175,1927.25,594.25,-3,14.9,,0,0,12.4975,
5/2/16 5:00,,2,49.8,-2,1914.5,595.025,-3.05,14.825,,0,0,12.4525,
5/2/16 6:00,,2,49.525,-1.65,1907.25,595.725,-3.225,14.95,,0,0,12.4225,
5/2/16 7:00,,2,49.95,1.65,1913.25,595.85,-2.1,15.8,,0,0,12.455,
5/2/16 8:00,,2,49.575,6.425,2027.5,592.325,-0.175,18.275,,0,0,12.885,
5/2/16 9:00,,2,47.525,9.1,2221,587.075,-0.2,21.75,,0,0,13.28,
5/2/16 10:00,,2,48.95,9.675,2386.5,583.075,0.75,23.375,,0,0,13.845,
5/2/16 11:00,,2,46.725,13.05,2515.75,579.3,2.4,25.825,,0,0,14.565,
5/2/16 12:00,,2,47.175,14.725,2661.5,575.95,2.55,26.875,,0,0,13.9775,
5/2/16 13:00,,2,49.55,15.8,3016.75,564.325,3.2,27.9,,0,0,15.945,
5/2/16 14:00,,2,51.075,15.625,2609.75,577.375,3.15,29.15,,0,0,13.765,
5/2/16 15:00,,2,53.375,12.5,2803.75,572.05,3.475,27.2,,0,0,14.54,
5/2/16 16:00,,2,53.475,13.05,2641.75,575.775,4.875,26.7,,0,0,13.965,
5/2/16 17:00,,2,52.05,10.8,2375.75,584.55,2.85,25.75,,0,0,13.21,
5/2/16 18:00,,2,52.725,8.9,2297.25,586.075,3.375,22.825,,0,0,13.1375,
5/2/16 19:00,,2,51.525,7.325,2252,587.575,1.5,21.525,,0,0,13.055,
