Date,pm10ltp,pmfine
29-Apr-2016 05:00,7.7,5.3
29-Apr-2016 06:00,8.1,5.4
29-Apr-2016 07:00,5.7,3.3
29-Apr-2016 08:00,6.6,3.3
29-Apr-2016 09:00,7.6,4
29-Apr-2016 10:00,6.2,3.5
29-Apr-2016 11:00,6.6,3.4
29-Apr-2016 12:00,5.8,3.2
29-Apr-2016 13:00,4.2,2.4
29-Apr-2016 14:00,4.1,2.2
29-Apr-2016 15:00,3.7,2.1
29-Apr-2016 16:00,3.1,1.9
29-Apr-2016 17:00,2.9,1.7
29-Apr-2016 18:00,3,2
29-Apr-2016 19:00,2.6,1.4
29-Apr-2016 20:00,1.4,1.2
29-Apr-2016 21:00,1.1,1
29-Apr-2016 22:00,1.9,1.6
29-Apr-2016 23:00,2.1,1.8
30-Apr-2016 00:00,2.7,2.3
30-Apr-2016 01:00,3.8,3.1
30-Apr-2016 02:00,3.6,3.1
30-Apr-2016 03:00,3.6,3.3
30-Apr-2016 04:00,3.4,2.9
30-Apr-2016 05:00,4,3.2
30-Apr-2016 06:00,4.2,3
30-Apr-2016 07:00,3.1,2
30-Apr-2016 08:00,2.4,1.9
30-Apr-2016 09:00,2.5,1.5
30-Apr-2016 10:00,2,1.2
30-Apr-2016 11:00,1.6,0.9
30-Apr-2016 12:00,1.4,1
30-Apr-2016 13:00,1.4,0.9
30-Apr-2016 14:00,1.1,0.7
30-Apr-2016 15:00,1,0.7
30-Apr-2016 16:00,1.2,0.9
30-Apr-2016 17:00,1.8,1.2
30-Apr-2016 18:00,1.7,1
30-Apr-2016 19:00,3.1,1.9
30-Apr-2016 20:00,3.2,2.4
30-Apr-2016 21:00,3.4,2.8
30-Apr-2016 22:00,2.1,1.4
30-Apr-2016 23:00,3.4,2.3
01-May-2016 00:00,1.9,1.5
01-May-2016 01:00,1.7,1.3
01-May-2016 02:00,1.4,1
01-May-2016 03:00,1.6,1.2
01-May-2016 04:00,2.2,1.4
01-May-2016 05:00,4.9,2.7
01-May-2016 06:00,4.2,2.4
01-May-2016 07:00,2.4,1.5
01-May-2016 08:00,1.4,1
01-May-2016 09:00,1.5,0.9
01-May-2016 10:00,1.2,0.7
01-May-2016 11:00,1.3,0.8
01-May-2016 12:00,1.8,1
01-May-2016 13:00,1.7,0.9
01-May-2016 14:00,1.6,0.9
01-May-2016 15:00,1.9,1.1
01-May-2016 16:00,1.3,0.9
01-May-2016 17:00,1.5,1
01-May-2016 18:00,1.5,0.9
01-May-2016 19:00,1.5,0.9
01-May-2016 20:00,1.2,0.8
01-May-2016 21:00,0.8,0.6
01-May-2016 22:00,0.8,0.6
01-May-2016 23:00,1,0.8
02-May-2016 00:00,1,0.8
02-May-2016 01:00,1.1,0.8
02-May-2016 02:00,0.9,0.7
02-May-2016 03:00,2.5,1.1
02-May-2016 04:00,2,1.2
02-May-2016 05:00,1.9,1.4
02-May-2016 06:00,3.1,1.4
02-May-2016 07:00,3.5,1.2
02-May-2016 08:00,3.2,1.2
02-May-2016 09:00,2.8,1.3
02-May-2016 10:00,4.3,1.8
02-May-2016 11:00,3.3,1.7
02-May-2016 12:00,4.1,1.7
02-May-2016 13:00,3.6,1.6
02-May-2016 14:00,4.3,1.8
02-May-2016 15:00,4.6,2
02-May-2016 16:00,4.4,2
02-May-2016 17:00,5.3,1.9
02-May-2016 18:00,4.7,1.9
02-May-2016 19:00,7.2,3.1
02-May-2016 20:00,8.9,3.4
02-May-2016 21:00,11.4,4.3
02-May-2016 22:00,7.2,3.4
02-May-2016 23:00,7.5,3.8
03-May-2016 00:00,12.2,6.3
03-May-2016 01:00,13.5,6.3
03-May-2016 02:00,10.3,5.6
03-May-2016 03:00,7.5,4.2
03-May-2016 04:00,8.8,3.9
03-May-2016 05:00,9.9,3.8
03-May-2016 06:00,10.3,3.4
03-May-2016 07:00,7.8,3
03-May-2016 08:00,5.6,2.3
03-May-2016 09:00,6.3,2.4
03-May-2016 10:00,5.7,2.3
03-May-2016 11:00,6,2
03-May-2016 12:00,4.5,1.8
03-May-2016 13:00,4.3,1.8
03-May-2016 14:00,5,1.9
03-May-2016 15:00,4.2,1.8
03-May-2016 16:00,5.1,1.9
03-May-2016 17:00,4.3,1.9
03-May-2016 18:00,4.9,2
03-May-2016 19:00,9.3,4.1
03-May-2016 20:00,11.6,5.3
03-May-2016 21:00,20.6,6.8
03-May-2016 22:00,20.4,7.3
03-May-2016 23:00,24.1,9.1
04-May-2016 00:00,9.4,4.5
04-May-2016 01:00,5.5,2.7
04-May-2016 02:00,6,2.5
04-May-2016 03:00,7.1,2.7
04-May-2016 04:00,9.5,3.2
04-May-2016 05:00,9.1,3.1
04-May-2016 06:00,18.7,4.6
04-May-2016 07:00,8.5,2.9
04-May-2016 08:00,8.8,3
04-May-2016 09:00,9.5,2.8
04-May-2016 10:00,7.9,2.4
04-May-2016 11:00,9,2.3
04-May-2016 12:00,8.7,2.3
04-May-2016 13:00,7.4,2.1
04-May-2016 14:00,7.3,2.1
04-May-2016 15:00,4.8,1.7
04-May-2016 16:00,5.4,1.8
04-May-2016 17:00,4.3,1.7
04-May-2016 18:00,5.2,1.9
04-May-2016 19:00,10.5,3.5
04-May-2016 20:00,11.5,4.1
04-May-2016 21:00,16.6,5.5
04-May-2016 22:00,12.1,4.7
04-May-2016 23:00,7.2,3.1
05-May-2016 00:00,6.4,2.8
05-May-2016 01:00,7.8,3.2
05-May-2016 02:00,7.1,2.7
05-May-2016 03:00,9.4,3
05-May-2016 04:00,6.6,2.5
05-May-2016 05:00,10.8,3.2
05-May-2016 06:00,12.8,3.7
05-May-2016 07:00,22.5,4.9
05-May-2016 08:00,21.2,4.6
05-May-2016 09:00,10.2,2.9
05-May-2016 10:00,9.7,2.7
05-May-2016 11:00,9.2,2.8
05-May-2016 12:00,8.4,2.8
05-May-2016 13:00,8.4,2.8
05-May-2016 14:00,10.9,3.1
05-May-2016 15:00,10.3,3
05-May-2016 16:00,10.5,3.1
05-May-2016 17:00,7.8,2.8
05-May-2016 18:00,14.4,3.7
05-May-2016 19:00,20,5.5
05-May-2016 20:00,13.9,4.7
05-May-2016 21:00,25.4,8.3
05-May-2016 22:00,22.6,7.6
05-May-2016 23:00,19.7,6.5
06-May-2016 00:00,15.9,5.7
06-May-2016 01:00,16.4,5.8
06-May-2016 02:00,15.4,5.1
06-May-2016 03:00,14.5,5.4
06-May-2016 04:00,15,5.6
06-May-2016 05:00,15.1,5.5
06-May-2016 06:00,28.3,8.7
06-May-2016 07:00,22.9,6.4
06-May-2016 08:00,13.9,4.6
06-May-2016 09:00,14.2,4.4
06-May-2016 10:00,15.8,4.6
06-May-2016 11:00,13.9,4.3
06-May-2016 12:00,13,4.2
06-May-2016 13:00,15,4.5
06-May-2016 14:00,16.1,4.4
06-May-2016 15:00,,
06-May-2016 16:00,,
06-May-2016 17:00,27.7,7.5
06-May-2016 18:00,12.8,4.7
06-May-2016 19:00,10.8,4.8
06-May-2016 20:00,9.3,4.4
06-May-2016 21:00,9.2,4.6
06-May-2016 22:00,8.6,4.4
06-May-2016 23:00,7.8,5
07-May-2016 00:00,5.9,4.5
07-May-2016 01:00,4.7,3.6
07-May-2016 02:00,5.2,4
07-May-2016 03:00,5.3,3.7
07-May-2016 04:00,4.9,3.6
07-May-2016 05:00,4.3,3.4
07-May-2016 06:00,4.5,3.6
07-May-2016 07:00,3.5,2.9
07-May-2016 08:00,3.7,2.9
07-May-2016 09:00,4.6,2.9
07-May-2016 10:00,5.2,3.2
07-May-2016 11:00,4.9,3.4
07-May-2016 12:00,5.5,3.7
07-May-2016 13:00,4.8,3.1
07-May-2016 14:00,3.3,2.5
07-May-2016 15:00,4.8,3
07-May-2016 16:00,4.7,3.4
07-May-2016 17:00,4.4,3.1
07-May-2016 18:00,4.1,3
07-May-2016 19:00,4.1,2.7
07-May-2016 20:00,5.2,3.3
07-May-2016 21:00,4.5,3
07-May-2016 22:00,4.9,2.9
07-May-2016 23:00,2.1,1.4
08-May-2016 00:00,2.2,1.7
08-May-2016 01:00,1.8,1.3
08-May-2016 02:00,1.5,1.1
08-May-2016 03:00,1.5,1.1
08-May-2016 04:00,2.3,1.9
08-May-2016 05:00,3.1,2.5
08-May-2016 06:00,2.5,2
08-May-2016 07:00,2.2,1.6
08-May-2016 08:00,3,2
08-May-2016 09:00,2.6,1.8
08-May-2016 10:00,5.1,4.3
08-May-2016 11:00,18.4,15.9
08-May-2016 12:00,2.7,1.7
08-May-2016 13:00,2.5,1.3
08-May-2016 14:00,2.5,1.3
08-May-2016 15:00,2.7,1.4
08-May-2016 16:00,3.7,2.2
08-May-2016 17:00,3.8,2.4
08-May-2016 18:00,3,2
08-May-2016 19:00,2.8,2.3
08-May-2016 20:00,2.1,1.4
08-May-2016 21:00,2,1.6
08-May-2016 22:00,1.5,1.2
08-May-2016 23:00,1.5,1.3
09-May-2016 00:00,1.8,1.5
09-May-2016 01:00,1.3,1.1
09-May-2016 02:00,1.5,1.3
09-May-2016 03:00,1.5,1.3
09-May-2016 04:00,0.6,0.5
09-May-2016 05:00,0.8,0.7
09-May-2016 06:00,1,0.9
09-May-2016 07:00,2,1.5
09-May-2016 08:00,3,2.3
09-May-2016 09:00,4,2.3
09-May-2016 10:00,5.3,3.1
09-May-2016 11:00,6.7,5
09-May-2016 12:00,7.1,5.3
09-May-2016 13:00,8.1,5.9
09-May-2016 14:00,5.6,3.8
09-May-2016 15:00,4.8,2.7
09-May-2016 16:00,3.3,2.1
09-May-2016 17:00,2.6,1.8
09-May-2016 18:00,3.1,2.1
09-May-2016 19:00,3,2.4
09-May-2016 20:00,3.8,2.5
09-May-2016 21:00,3.5,2.4
09-May-2016 22:00,2.9,2.2
09-May-2016 23:00,3.6,2.3
10-May-2016 00:00,4.3,2.7
10-May-2016 01:00,5.5,3.7
10-May-2016 02:00,3.3,2.6
10-May-2016 03:00,2.7,2.3
10-May-2016 04:00,3.1,2.7
10-May-2016 05:00,4.4,3.7
10-May-2016 06:00,7.2,4.2
10-May-2016 07:00,10.1,4.5
10-May-2016 08:00,10.4,4.9
10-May-2016 09:00,11,4.6
10-May-2016 10:00,9.4,3.5
10-May-2016 11:00,5.6,2.6
10-May-2016 12:00,4.1,2.1
10-May-2016 13:00,4.6,2.2
10-May-2016 14:00,4.2,2.3
10-May-2016 15:00,4.6,2.2
10-May-2016 16:00,3.8,2
10-May-2016 17:00,3.6,2.1
10-May-2016 18:00,2.8,1.9
10-May-2016 19:00,3.9,2.3
10-May-2016 20:00,4,2.4
10-May-2016 21:00,3.5,2.3
10-May-2016 22:00,4,2.5
10-May-2016 23:00,4.8,2.7
11-May-2016 00:00,5.1,2.9
11-May-2016 01:00,5.8,3.2
11-May-2016 02:00,7.7,3.8
11-May-2016 03:00,9.1,4.3
11-May-2016 04:00,7.4,4.8
11-May-2016 05:00,15,7.6
11-May-2016 06:00,15.1,5.7
11-May-2016 07:00,11.4,3.9
11-May-2016 08:00,7.8,3.1
11-May-2016 09:00,3.4,1.8
11-May-2016 10:00,3,1.5
11-May-2016 11:00,2.9,1.5
11-May-2016 12:00,2.4,1.4
11-May-2016 13:00,2.5,1.3
11-May-2016 14:00,3.2,1.3
11-May-2016 15:00,2.6,1.3
11-May-2016 16:00,2.6,1.3
11-May-2016 17:00,2.6,1.6
11-May-2016 18:00,2.7,1.5
11-May-2016 19:00,7.9,2.8
11-May-2016 20:00,9.1,3.8
11-May-2016 21:00,13.1,5.3
11-May-2016 22:00,11.6,5.4
11-May-2016 23:00,4.9,2.7
12-May-2016 00:00,3,2
12-May-2016 01:00,2.6,1.5
12-May-2016 02:00,3.1,1.7
12-May-2016 03:00,3.3,1.9
12-May-2016 04:00,3,1.8
12-May-2016 05:00,4.6,2.3
12-May-2016 06:00,9.1,2.9
12-May-2016 07:00,5.9,2.4
12-May-2016 08:00,4.5,2.1
12-May-2016 09:00,5.7,2.2
12-May-2016 10:00,7,2.2
12-May-2016 11:00,5.6,2
12-May-2016 12:00,5,2
12-May-2016 13:00,5,1.9
12-May-2016 14:00,5.1,2
12-May-2016 15:00,4.8,1.9
12-May-2016 16:00,5.4,1.8
12-May-2016 17:00,3.3,1.7
12-May-2016 18:00,3.3,1.5
12-May-2016 19:00,10.9,3.3
12-May-2016 20:00,16.5,4.7
12-May-2016 21:00,25.3,10.7
12-May-2016 22:00,18.5,8.4
12-May-2016 23:00,10.3,5.7
13-May-2016 00:00,5.6,3.2
13-May-2016 01:00,10,5.1
13-May-2016 02:00,5.7,2.8
13-May-2016 03:00,6.4,2.8
13-May-2016 04:00,7.3,2.9
13-May-2016 05:00,6.7,2.9
13-May-2016 06:00,10.5,3.3
13-May-2016 07:00,8.4,2.6
13-May-2016 08:00,5.7,2.3
13-May-2016 09:00,5.6,2.1
13-May-2016 10:00,7.5,2.3
13-May-2016 11:00,7.3,2
13-May-2016 12:00,6.1,1.9
13-May-2016 13:00,6.5,1.8
13-May-2016 14:00,4.5,1.5
13-May-2016 15:00,6.3,1.7
13-May-2016 16:00,3.8,1.8
13-May-2016 17:00,4.7,2.2
13-May-2016 18:00,6.8,2.6
13-May-2016 19:00,16.2,4.5
13-May-2016 20:00,17.9,6
13-May-2016 21:00,20.1,8.9
13-May-2016 22:00,12.6,6.2
13-May-2016 23:00,8,4.1
14-May-2016 00:00,7.3,3.3
14-May-2016 01:00,7.8,3.4
14-May-2016 02:00,8.3,3.4
14-May-2016 03:00,6.1,3
14-May-2016 04:00,7,3.2
14-May-2016 05:00,6.3,3
14-May-2016 06:00,7.7,3.3
14-May-2016 07:00,7.4,3.2
14-May-2016 08:00,6.2,2.9
14-May-2016 09:00,8.7,2.9
14-May-2016 10:00,8.8,2.8
14-May-2016 11:00,10.4,2.9
14-May-2016 12:00,8.7,2.7
14-May-2016 13:00,7.5,2.3
14-May-2016 14:00,6.4,2
14-May-2016 15:00,6.4,2
14-May-2016 16:00,7.4,2.2
14-May-2016 17:00,10.5,2.9
14-May-2016 18:00,7.5,2.5
14-May-2016 19:00,13.2,3.3
14-May-2016 20:00,17.5,4
14-May-2016 21:00,16.3,4.7
14-May-2016 22:00,13.5,4.5
14-May-2016 23:00,12.9,4.6
15-May-2016 00:00,11.1,3.7
15-May-2016 01:00,12.2,4.2
15-May-2016 02:00,11.9,3.6
15-May-2016 03:00,7.7,3.1
15-May-2016 04:00,8,3.5
15-May-2016 05:00,8.9,3.9
15-May-2016 06:00,4.7,2.5
15-May-2016 07:00,4.7,2.7
15-May-2016 08:00,3.5,2.6
15-May-2016 09:00,3.5,2.3
15-May-2016 10:00,5.7,2.6
15-May-2016 11:00,7.7,3
15-May-2016 12:00,5.4,2.8
15-May-2016 13:00,5.8,2.8
15-May-2016 14:00,4.6,2.4
15-May-2016 15:00,5.2,2.3
15-May-2016 16:00,4.3,2
15-May-2016 17:00,5.8,2.3
15-May-2016 18:00,6.6,2.6
15-May-2016 19:00,6.9,2.9
15-May-2016 20:00,5.9,3.4
15-May-2016 21:00,5.2,3.1
15-May-2016 22:00,10.5,6
15-May-2016 23:00,5.9,3.2
16-May-2016 00:00,3,2
16-May-2016 01:00,2.8,1.8
16-May-2016 02:00,3,2.3
16-May-2016 03:00,3.2,2.5
16-May-2016 04:00,3.1,2.2
16-May-2016 05:00,3.8,2.2
16-May-2016 06:00,5.1,2.6
16-May-2016 07:00,5.1,3
16-May-2016 08:00,8.7,3.8
16-May-2016 09:00,6.1,3.1
16-May-2016 10:00,5.8,3.4
16-May-2016 11:00,6.5,3.3
16-May-2016 12:00,10,4.6
16-May-2016 13:00,6.1,3.2
16-May-2016 14:00,4.8,3.5
16-May-2016 15:00,3.2,2.1
16-May-2016 16:00,3.1,1.9
16-May-2016 17:00,2.2,1.5
16-May-2016 18:00,4.7,2.1
16-May-2016 19:00,4.1,2.5
16-May-2016 20:00,5.8,3
16-May-2016 21:00,4.7,2.6
16-May-2016 22:00,3.4,2.1
16-May-2016 23:00,2.7,2.2
17-May-2016 00:00,1.7,1.4
17-May-2016 01:00,2.3,1.8
17-May-2016 02:00,2.2,1.8
17-May-2016 03:00,2.3,1.8
17-May-2016 04:00,2.9,2.3
17-May-2016 05:00,3.4,2.6
17-May-2016 06:00,8.7,3.9
17-May-2016 07:00,6.4,2.7
17-May-2016 08:00,5.7,2.6
17-May-2016 09:00,5.9,2.8
17-May-2016 10:00,5.1,3
17-May-2016 11:00,6.2,3.5
17-May-2016 12:00,4.9,2.6
17-May-2016 13:00,3.7,2.1
17-May-2016 14:00,4.7,2.5
17-May-2016 15:00,4,1.9
17-May-2016 16:00,3.6,1.8
17-May-2016 17:00,3.5,2.1
17-May-2016 18:00,3.2,2.1
17-May-2016 19:00,2.7,1.9
17-May-2016 20:00,3.4,2
17-May-2016 21:00,3.1,1.8
17-May-2016 22:00,3.1,2
17-May-2016 23:00,2.9,2.1
18-May-2016 00:00,2.7,1.9
18-May-2016 01:00,2.3,1.6
18-May-2016 02:00,3.1,2.2
18-May-2016 03:00,3.7,2.8
18-May-2016 04:00,3.8,2.8
18-May-2016 05:00,9,4.7
18-May-2016 06:00,16.4,5.2
18-May-2016 07:00,10.3,3.3
18-May-2016 08:00,6.7,2.7
18-May-2016 09:00,4,2
18-May-2016 10:00,4.3,1.9
18-May-2016 11:00,3.5,2.3
18-May-2016 12:00,2.6,1.4
18-May-2016 13:00,3.8,1.7
18-May-2016 14:00,5,1.8
18-May-2016 15:00,3.7,1.7
18-May-2016 16:00,2.5,1.3
18-May-2016 17:00,2.4,1.4
18-May-2016 18:00,3.5,2.4
18-May-2016 19:00,4.4,2.7
18-May-2016 20:00,4.8,3
18-May-2016 21:00,8.5,4.2
18-May-2016 22:00,12.6,5.3
18-May-2016 23:00,7.2,3.5
19-May-2016 00:00,9.4,4.3
19-May-2016 01:00,19,6.6
19-May-2016 02:00,15.3,6
19-May-2016 03:00,7.9,5.7
19-May-2016 04:00,5,2.8
19-May-2016 05:00,11.8,4.3
19-May-2016 06:00,9.8,3.3
19-May-2016 07:00,7.4,2.4
19-May-2016 08:00,8.8,2.5
19-May-2016 09:00,4.6,1.7
19-May-2016 10:00,3.1,1.4
19-May-2016 11:00,2.1,1.2
19-May-2016 12:00,,
19-May-2016 13:00,,
19-May-2016 14:00,2.6,1.2
19-May-2016 15:00,3.2,1.3
19-May-2016 16:00,2.4,1.3
19-May-2016 17:00,2.2,1.2
19-May-2016 18:00,3.7,2.1
19-May-2016 19:00,6.7,3.4
19-May-2016 20:00,3.3,1.9
19-May-2016 21:00,4.5,1.8
19-May-2016 22:00,3,1.4
19-May-2016 23:00,6.9,1.9
20-May-2016 00:00,8.1,2.1
20-May-2016 01:00,4.3,1.6
20-May-2016 02:00,3.6,1.5
20-May-2016 03:00,4.5,1.7
20-May-2016 04:00,11.7,2.9
20-May-2016 05:00,3.4,1.7
20-May-2016 06:00,6.3,2.6
20-May-2016 07:00,5.4,2.3
20-May-2016 08:00,5.8,2.3
20-May-2016 09:00,8.6,2.5
20-May-2016 10:00,5.3,2.3
20-May-2016 11:00,9.5,2.6
20-May-2016 12:00,5.2,2
20-May-2016 13:00,5.5,2.1
20-May-2016 14:00,10.1,3
20-May-2016 15:00,6,2.3
20-May-2016 16:00,5.8,2.4
20-May-2016 17:00,5.1,2.5
20-May-2016 18:00,4.3,2
20-May-2016 19:00,6,2.4
20-May-2016 20:00,19.1,8.1
20-May-2016 21:00,16.4,10.8
20-May-2016 22:00,8.2,3.6
20-May-2016 23:00,7.8,2.8
21-May-2016 00:00,7.4,3.1
21-May-2016 01:00,9.5,3.7
21-May-2016 02:00,9.6,3.8
21-May-2016 03:00,11.5,4.3
21-May-2016 04:00,13.9,4.9
21-May-2016 05:00,14.2,4.9
21-May-2016 06:00,11.7,4.3
21-May-2016 07:00,16.6,5
21-May-2016 08:00,16.8,4.8
21-May-2016 09:00,11.1,4
21-May-2016 10:00,10.8,3.6
21-May-2016 11:00,9.7,3.5
21-May-2016 12:00,11.8,3.6
21-May-2016 13:00,11.1,3.6
21-May-2016 14:00,10.9,3.4
21-May-2016 15:00,11.5,3.3
21-May-2016 16:00,9,2.9
21-May-2016 17:00,10.2,3
21-May-2016 18:00,13.2,3.4
21-May-2016 19:00,9.9,3
21-May-2016 20:00,10.3,3.1
21-May-2016 21:00,9.8,3
21-May-2016 22:00,13.3,4.7
21-May-2016 23:00,13.2,4.9
22-May-2016 00:00,15.6,5.5
22-May-2016 01:00,14.4,6.1
22-May-2016 02:00,13.4,5.5
22-May-2016 03:00,14.1,5.4
22-May-2016 04:00,13,5.2
22-May-2016 05:00,13.9,5.3
22-May-2016 06:00,12.8,4.9
22-May-2016 07:00,12.5,4.7
22-May-2016 08:00,15.6,5
22-May-2016 09:00,15.7,5.2
22-May-2016 10:00,16.7,5.6
22-May-2016 11:00,16.2,5.9
22-May-2016 12:00,17.5,6.8
22-May-2016 13:00,22.6,7.7
22-May-2016 14:00,25.9,8.6
22-May-2016 15:00,29.1,9.6
22-May-2016 16:00,23.5,8.1
22-May-2016 17:00,21,8.4
22-May-2016 18:00,21.8,8.2
22-May-2016 19:00,17.4,6.6
22-May-2016 20:00,18.7,7.7
22-May-2016 21:00,16.5,7.3
22-May-2016 22:00,19.2,8.6
22-May-2016 23:00,19.2,9.1
23-May-2016 00:00,18.4,8.8
23-May-2016 01:00,19.4,9.4
23-May-2016 02:00,16.2,8.2
23-May-2016 03:00,16,7.9
23-May-2016 04:00,19.6,8
23-May-2016 05:00,19.5,6.9
23-May-2016 06:00,22.9,7.1
23-May-2016 07:00,12.4,5.4
23-May-2016 08:00,12.7,5.6
23-May-2016 09:00,16.1,6
23-May-2016 10:00,20,6.7
23-May-2016 11:00,21.8,7.1
23-May-2016 12:00,21.3,6.7
23-May-2016 13:00,20.1,7.4
23-May-2016 14:00,18.2,6
23-May-2016 15:00,17.4,5.9
23-May-2016 16:00,17.5,5.9
23-May-2016 17:00,16.4,5.6
23-May-2016 18:00,13.5,4.8
23-May-2016 19:00,15,5.3
23-May-2016 20:00,27.8,9.9
23-May-2016 21:00,24.5,8.6
23-May-2016 22:00,19,7.5
23-May-2016 23:00,14.9,6.2
24-May-2016 00:00,12.3,5.7
24-May-2016 01:00,16.2,6
24-May-2016 02:00,14,5.6
24-May-2016 03:00,11.1,5
24-May-2016 04:00,14,6
24-May-2016 05:00,22.6,11.2
24-May-2016 06:00,34.9,13.9
24-May-2016 07:00,32.5,11.7
24-May-2016 08:00,39.3,12.1
24-May-2016 09:00,34.5,11.2
24-May-2016 10:00,18.8,7.6
24-May-2016 11:00,13.6,5.8
24-May-2016 12:00,22.1,6.9
24-May-2016 13:00,20.3,6.9
24-May-2016 14:00,21,6.1
24-May-2016 15:00,19.4,6.2
24-May-2016 16:00,10.4,4.8
24-May-2016 17:00,11.2,5.2
24-May-2016 18:00,14.2,6.1
24-May-2016 19:00,20.3,7.2
24-May-2016 20:00,14.3,6.7
24-May-2016 21:00,12.8,6.1
24-May-2016 22:00,11.4,5.2
24-May-2016 23:00,11.3,5.4
25-May-2016 00:00,8.7,4.6
25-May-2016 01:00,9.5,5
25-May-2016 02:00,12.8,6.1
25-May-2016 03:00,13.8,6.5
25-May-2016 04:00,20.4,8.4
25-May-2016 05:00,25.9,9
25-May-2016 06:00,29.9,9.8
25-May-2016 07:00,33.6,9.6
25-May-2016 08:00,20.6,7
25-May-2016 09:00,13.5,5.6
25-May-2016 10:00,12.9,5.3
25-May-2016 11:00,11,5
25-May-2016 12:00,11.2,4.9
25-May-2016 13:00,11.7,4.8
25-May-2016 14:00,11.2,5
25-May-2016 15:00,10.6,4.9
25-May-2016 16:00,10.9,5.3
25-May-2016 17:00,11.6,5.5
25-May-2016 18:00,11.5,5.3
25-May-2016 19:00,23.8,8.1
25-May-2016 20:00,23.4,9.6
25-May-2016 21:00,23.3,10.6
25-May-2016 22:00,25.8,12.3
25-May-2016 23:00,21.8,11.2
26-May-2016 00:00,15.4,8.2
26-May-2016 01:00,17.5,8.8
26-May-2016 02:00,15.6,8.1
26-May-2016 03:00,18.7,9.8
26-May-2016 04:00,15.7,8.2
26-May-2016 05:00,35.8,9.7
26-May-2016 06:00,28.6,9
26-May-2016 07:00,18.4,7.8
26-May-2016 08:00,13.9,6.6
26-May-2016 09:00,15.7,6.7
26-May-2016 10:00,15.5,6.8
26-May-2016 11:00,14.8,6.5
26-May-2016 12:00,15.4,6.9
26-May-2016 13:00,23.1,8.5
26-May-2016 14:00,32.6,11.4
26-May-2016 15:00,12.2,6.3
26-May-2016 16:00,10.6,6.5
26-May-2016 17:00,14.1,7.3
26-May-2016 18:00,20.6,6.8
26-May-2016 19:00,8.7,4.6
26-May-2016 20:00,8.6,4.8
26-May-2016 21:00,9.6,5.2
26-May-2016 22:00,12.4,5.8
26-May-2016 23:00,10.6,5.9
27-May-2016 00:00,9.8,5.7
27-May-2016 01:00,7.9,5.6
27-May-2016 02:00,9,5.9
27-May-2016 03:00,9.6,6.3
27-May-2016 04:00,13.2,7.2
27-May-2016 05:00,18.9,8.8
27-May-2016 06:00,18.6,8.3
27-May-2016 07:00,18.1,6.9
27-May-2016 08:00,6.6,3.8
27-May-2016 09:00,5.8,2.9
27-May-2016 10:00,4.3,2.3
27-May-2016 11:00,4.8,2.3
27-May-2016 12:00,4.2,2
27-May-2016 13:00,4.8,1.9
27-May-2016 14:00,5.6,2.5
27-May-2016 15:00,3.9,2.1
27-May-2016 16:00,3.2,2
27-May-2016 17:00,4,2
27-May-2016 18:00,5.4,2
27-May-2016 19:00,11.6,4.5
27-May-2016 20:00,5.3,3.1
27-May-2016 21:00,2.6,2
27-May-2016 22:00,4.9,2.7
27-May-2016 23:00,5.2,3.6
28-May-2016 00:00,3.5,2.6
28-May-2016 01:00,3.8,3
28-May-2016 02:00,2.3,1.8
28-May-2016 03:00,2.2,1.7
28-May-2016 04:00,2.6,1.9
28-May-2016 05:00,2.7,1.9
28-May-2016 06:00,2.8,2
28-May-2016 07:00,2.7,1.9
28-May-2016 08:00,2.7,1.9
28-May-2016 09:00,3.1,2.1
28-May-2016 10:00,3.8,2.2
28-May-2016 11:00,3.5,1.9
28-May-2016 12:00,3.9,2
28-May-2016 13:00,4.3,2.2
28-May-2016 14:00,4.6,2.5
28-May-2016 15:00,4.3,2.2
28-May-2016 16:00,4.2,2.3
28-May-2016 17:00,4.6,2.4
28-May-2016 18:00,6.8,3
28-May-2016 19:00,5.6,2.9
28-May-2016 20:00,6.6,3.6
28-May-2016 21:00,9.3,4.9
28-May-2016 22:00,15.5,7.8
28-May-2016 23:00,19.7,12.8
29-May-2016 00:00,9.3,5.8
29-May-2016 01:00,6.2,3.6
29-May-2016 02:00,6.6,3.9
29-May-2016 03:00,6.4,3.7
29-May-2016 04:00,6.2,3.6
29-May-2016 05:00,5.2,3.3
29-May-2016 06:00,6.4,4.4
29-May-2016 07:00,5.7,4.1
29-May-2016 08:00,5.1,3.3
29-May-2016 09:00,5,2.8
29-May-2016 10:00,6,2.9
29-May-2016 11:00,7.4,3.3
29-May-2016 12:00,6.1,3.2
29-May-2016 13:00,5.7,3.1
29-May-2016 14:00,6.2,3.3
29-May-2016 15:00,10.1,3.4
29-May-2016 16:00,5.6,4.3
29-May-2016 17:00,4.6,2.6
29-May-2016 18:00,4.2,2.8
29-May-2016 19:00,7.8,3.6
29-May-2016 20:00,11.6,4.6
29-May-2016 21:00,9.5,4.8
29-May-2016 22:00,7.4,4.4
29-May-2016 23:00,6.8,4
30-May-2016 00:00,6.5,4.3
30-May-2016 01:00,7.7,4.5
30-May-2016 02:00,7.5,4.6
30-May-2016 03:00,7.5,4.5
30-May-2016 04:00,7.3,4.7
30-May-2016 05:00,6.8,4.5
30-May-2016 06:00,11.8,5.6
30-May-2016 07:00,10.4,5.3
30-May-2016 08:00,7.8,4.4
