Date,pm10ltp,pmfine
30-May-2016 09:00,8.1,3.9
30-May-2016 10:00,8.3,4.2
30-May-2016 11:00,8.7,4
30-May-2016 12:00,8.6,3.7
30-May-2016 13:00,8.1,3.5
30-May-2016 14:00,11.8,4.2
30-May-2016 15:00,7.8,3.6
30-May-2016 16:00,8,3.6
30-May-2016 17:00,8.1,3.8
30-May-2016 18:00,8.1,3.9
30-May-2016 19:00,8.9,4.4
30-May-2016 20:00,15.7,7.2
30-May-2016 21:00,10.3,6.1
30-May-2016 22:00,10.8,5.7
30-May-2016 23:00,11.3,5.9
31-May-2016 00:00,10.6,5.8
31-May-2016 01:00,10.1,5.5
31-May-2016 02:00,10,5.3
31-May-2016 03:00,8.7,5.2
31-May-2016 04:00,10.9,5.7
31-May-2016 05:00,12,6
31-May-2016 06:00,16.5,6.6
31-May-2016 07:00,13.8,5.8
31-May-2016 08:00,11.6,5.4
31-May-2016 09:00,10.8,4.7
31-May-2016 10:00,9.4,4.2
31-May-2016 11:00,11.1,4.1
31-May-2016 12:00,9.7,4.2
31-May-2016 13:00,8.1,3.7
31-May-2016 14:00,7.6,3.3
31-May-2016 15:00,6.3,3
31-May-2016 16:00,7.5,3.4
31-May-2016 17:00,6.2,3.2
31-May-2016 18:00,6.3,3.4
31-May-2016 19:00,8.2,3.6
31-May-2016 20:00,12.6,5.1
31-May-2016 21:00,11.3,5.5
31-May-2016 22:00,12.4,6.2
31-May-2016 23:00,11.3,5.8
01-Jun-2016 00:00,12.1,6.3
01-Jun-2016 01:00,12.8,6.1
01-Jun-2016 02:00,9.9,5.5
01-Jun-2016 03:00,8.7,4.5
01-Jun-2016 04:00,11,5.1
01-Jun-2016 05:00,18.5,5.9
01-Jun-2016 06:00,15.8,5.9
01-Jun-2016 07:00,12.5,5.1
01-Jun-2016 08:00,9.9,4.3
01-Jun-2016 09:00,10.5,4.2
01-Jun-2016 10:00,10.2,3.9
01-Jun-2016 11:00,10.3,3.6
01-Jun-2016 12:00,9.9,4.2
01-Jun-2016 13:00,9.3,4
01-Jun-2016 14:00,9.2,4.1
01-Jun-2016 15:00,8.4,3.9
01-Jun-2016 16:00,8.3,3.8
01-Jun-2016 17:00,8.4,3.9
01-Jun-2016 18:00,8.8,3.9
01-Jun-2016 19:00,12.6,5
01-Jun-2016 20:00,18.3,6.8
01-Jun-2016 21:00,16.6,6.6
01-Jun-2016 22:00,13.8,6.2
01-Jun-2016 23:00,17.7,7
02-Jun-2016 00:00,20,8.3
02-Jun-2016 01:00,20.9,9.5
02-Jun-2016 02:00,13.8,7.1
02-Jun-2016 03:00,11.6,6.1
02-Jun-2016 04:00,17.5,6.9
02-Jun-2016 05:00,22.3,7.3
02-Jun-2016 06:00,19,6.9
02-Jun-2016 07:00,22.9,7
02-Jun-2016 08:00,19.7,6.1
02-Jun-2016 09:00,16.8,5.6
02-Jun-2016 10:00,18.5,5.6
02-Jun-2016 11:00,13.4,4.4
02-Jun-2016 12:00,10.2,3.7
02-Jun-2016 13:00,8.2,3.3
02-Jun-2016 14:00,8.6,3.4
02-Jun-2016 15:00,9.4,3.6
02-Jun-2016 16:00,9.5,3.6
02-Jun-2016 17:00,9,3.7
02-Jun-2016 18:00,9.3,3.5
02-Jun-2016 19:00,18.6,5.5
02-Jun-2016 20:00,16.1,5.5
02-Jun-2016 21:00,24.9,8.9
02-Jun-2016 22:00,26.6,10.1
02-Jun-2016 23:00,21.2,9.3
03-Jun-2016 00:00,13.6,6.2
03-Jun-2016 01:00,17.3,7.5
03-Jun-2016 02:00,13.6,6.1
03-Jun-2016 03:00,14.3,6
03-Jun-2016 04:00,19.1,6.8
03-Jun-2016 05:00,22.3,7.5
03-Jun-2016 06:00,35.6,9.5
03-Jun-2016 07:00,21.5,7
03-Jun-2016 08:00,20.5,6.2
03-Jun-2016 09:00,19.5,5.8
03-Jun-2016 10:00,15.5,5
03-Jun-2016 11:00,11.3,4.2
03-Jun-2016 12:00,10.9,3.9
03-Jun-2016 13:00,9.3,3.5
03-Jun-2016 14:00,9.1,3.4
03-Jun-2016 15:00,9,3.5
03-Jun-2016 16:00,9.1,3.4
03-Jun-2016 17:00,8.3,3.2
03-Jun-2016 18:00,8.1,2.9
03-Jun-2016 19:00,11.1,3.2
03-Jun-2016 20:00,14.8,4
03-Jun-2016 21:00,12.2,3.7
03-Jun-2016 22:00,11,3.8
03-Jun-2016 23:00,10.5,4.1
04-Jun-2016 00:00,13.1,5.4
04-Jun-2016 01:00,16.2,6.4
04-Jun-2016 02:00,17.3,6.6
04-Jun-2016 03:00,14.8,6.5
04-Jun-2016 04:00,16.3,7.2
04-Jun-2016 05:00,17.5,6.3
04-Jun-2016 06:00,14.1,4.6
04-Jun-2016 07:00,9.3,3
04-Jun-2016 08:00,9.1,3.2
04-Jun-2016 09:00,9.4,3.1
04-Jun-2016 10:00,9.7,3
04-Jun-2016 11:00,7.5,2.7
04-Jun-2016 12:00,4.5,1.7
04-Jun-2016 13:00,4.5,1.8
04-Jun-2016 14:00,5.2,1.9
04-Jun-2016 15:00,6.7,2.3
04-Jun-2016 16:00,6.6,2.1
04-Jun-2016 17:00,4.8,1.9
04-Jun-2016 18:00,4.7,1.8
04-Jun-2016 19:00,8.3,2.7
04-Jun-2016 20:00,16.5,4.5
04-Jun-2016 21:00,15.3,4
04-Jun-2016 22:00,13,4.5
04-Jun-2016 23:00,16.2,6.2
05-Jun-2016 00:00,16.6,7.5
05-Jun-2016 01:00,9.9,3.7
05-Jun-2016 02:00,6.7,2.7
05-Jun-2016 03:00,7.5,3
05-Jun-2016 04:00,7.4,3.1
05-Jun-2016 05:00,9.6,3.9
05-Jun-2016 06:00,7.8,3.2
05-Jun-2016 07:00,6.2,2.6
05-Jun-2016 08:00,5.9,2.4
05-Jun-2016 09:00,6.3,2.3
05-Jun-2016 10:00,6.3,2.3
05-Jun-2016 11:00,6.2,2
05-Jun-2016 12:00,4.9,1.7
05-Jun-2016 13:00,5.2,1.8
05-Jun-2016 14:00,5.7,1.9
05-Jun-2016 15:00,3.8,1.5
05-Jun-2016 16:00,3.9,1.6
05-Jun-2016 17:00,4.4,1.7
05-Jun-2016 18:00,5.1,2
05-Jun-2016 19:00,10.2,3.1
05-Jun-2016 20:00,12.3,3.8
05-Jun-2016 21:00,21.4,6.7
05-Jun-2016 22:00,9.8,3.4
05-Jun-2016 23:00,10.1,3.8
06-Jun-2016 00:00,9.8,3.2
06-Jun-2016 01:00,7.9,3.1
06-Jun-2016 02:00,7.3,2.8
06-Jun-2016 03:00,8.8,3.2
06-Jun-2016 04:00,11.2,3.9
06-Jun-2016 05:00,17.8,4.6
06-Jun-2016 06:00,27.5,5.5
06-Jun-2016 07:00,39.6,7.3
06-Jun-2016 08:00,29.6,5.7
06-Jun-2016 09:00,17.2,3.8
06-Jun-2016 10:00,12.8,3.1
06-Jun-2016 11:00,14.5,3.3
06-Jun-2016 12:00,14.1,3.2
06-Jun-2016 13:00,55.4,9.2
06-Jun-2016 14:00,41.1,7.3
06-Jun-2016 15:00,12.9,5
06-Jun-2016 16:00,10.8,4.4
06-Jun-2016 17:00,17.7,4.9
06-Jun-2016 18:00,8.8,3.7
06-Jun-2016 19:00,6.8,3.1
06-Jun-2016 20:00,7.3,3.4
06-Jun-2016 21:00,8.2,3.7
06-Jun-2016 22:00,8.6,3.9
06-Jun-2016 23:00,7.2,4.3
07-Jun-2016 00:00,7.8,4.6
07-Jun-2016 01:00,7.8,5
07-Jun-2016 02:00,8.3,5.5
07-Jun-2016 03:00,7.2,4.8
07-Jun-2016 04:00,9.2,6
07-Jun-2016 05:00,12.7,6.4
07-Jun-2016 06:00,44.2,10
07-Jun-2016 07:00,14.7,5.4
07-Jun-2016 08:00,15,5.3
07-Jun-2016 09:00,17.5,5.4
07-Jun-2016 10:00,12.9,4.6
07-Jun-2016 11:00,12.4,4.3
07-Jun-2016 12:00,12,4.3
07-Jun-2016 13:00,12.8,4.4
07-Jun-2016 14:00,12.1,4.2
07-Jun-2016 15:00,10.3,3.8
07-Jun-2016 16:00,9.4,3
07-Jun-2016 17:00,8.6,2.9
07-Jun-2016 18:00,31.5,7
07-Jun-2016 19:00,15.6,4.8
07-Jun-2016 20:00,13,4.5
07-Jun-2016 21:00,17.4,6
07-Jun-2016 22:00,15,5.6
07-Jun-2016 23:00,17.2,7.1
08-Jun-2016 00:00,18.8,8
08-Jun-2016 01:00,17.6,7.3
08-Jun-2016 02:00,17.8,7.3
08-Jun-2016 03:00,24.8,9.6
08-Jun-2016 04:00,18.9,7.8
08-Jun-2016 05:00,20.6,7.3
08-Jun-2016 06:00,29.1,7.6
08-Jun-2016 07:00,18.6,5.5
08-Jun-2016 08:00,17.5,5.2
08-Jun-2016 09:00,15.9,4.9
08-Jun-2016 10:00,18.3,5.1
08-Jun-2016 11:00,9.9,4
08-Jun-2016 12:00,10.5,3.9
08-Jun-2016 13:00,10.7,3.7
08-Jun-2016 14:00,8.1,3.4
08-Jun-2016 15:00,11.7,3.9
08-Jun-2016 16:00,12.7,3.9
08-Jun-2016 17:00,10.5,3.8
08-Jun-2016 18:00,12.6,4.9
08-Jun-2016 19:00,12.2,4.7
08-Jun-2016 20:00,16.8,6.2
08-Jun-2016 21:00,13.5,6
08-Jun-2016 22:00,11.8,5.7
08-Jun-2016 23:00,9.4,5.1
09-Jun-2016 00:00,9.8,5.3
09-Jun-2016 01:00,10.1,5.2
09-Jun-2016 02:00,8.2,4.8
09-Jun-2016 03:00,7.2,4.9
09-Jun-2016 04:00,8.5,5.2
09-Jun-2016 05:00,10.9,5.5
09-Jun-2016 06:00,13.4,5.6
09-Jun-2016 07:00,12,4.9
09-Jun-2016 08:00,14.4,6.1
09-Jun-2016 09:00,9.9,4.1
09-Jun-2016 10:00,11.4,4.2
09-Jun-2016 11:00,14.9,4
09-Jun-2016 12:00,10.1,3.6
09-Jun-2016 13:00,13.6,3.9
09-Jun-2016 14:00,12.2,3.8
09-Jun-2016 15:00,10.1,3.3
09-Jun-2016 16:00,8,2.9
09-Jun-2016 17:00,8.2,2.9
09-Jun-2016 18:00,7.5,2.8
09-Jun-2016 19:00,12.5,3.8
09-Jun-2016 20:00,17.3,5.1
09-Jun-2016 21:00,17.9,5
09-Jun-2016 22:00,11.6,3.6
09-Jun-2016 23:00,12.2,3.9
10-Jun-2016 00:00,10,3.6
10-Jun-2016 01:00,8.6,3.3
10-Jun-2016 02:00,9.5,3.5
10-Jun-2016 03:00,10,4.2
10-Jun-2016 04:00,12.4,4.8
10-Jun-2016 05:00,14.5,4.9
10-Jun-2016 06:00,16.6,5.4
10-Jun-2016 07:00,15.1,4.8
10-Jun-2016 08:00,18.5,5.1
10-Jun-2016 09:00,16,4.8
10-Jun-2016 10:00,15.1,4.4
10-Jun-2016 11:00,11.8,3.8
10-Jun-2016 12:00,11.6,3.6
10-Jun-2016 13:00,10.7,3.3
10-Jun-2016 14:00,9.8,2.8
10-Jun-2016 15:00,9.1,2.8
10-Jun-2016 16:00,10.2,2.8
10-Jun-2016 17:00,7.7,2.5
10-Jun-2016 18:00,9,2.8
10-Jun-2016 19:00,12.1,3.4
10-Jun-2016 20:00,17.6,4.7
10-Jun-2016 21:00,34.4,10.7
10-Jun-2016 22:00,31,9.9
10-Jun-2016 23:00,14.2,5
11-Jun-2016 00:00,12.1,3.7
11-Jun-2016 01:00,12.6,4
11-Jun-2016 02:00,11.8,3.9
11-Jun-2016 03:00,11.7,3.9
11-Jun-2016 04:00,14.4,4.3
11-Jun-2016 05:00,13,4.1
11-Jun-2016 06:00,13.6,4.3
11-Jun-2016 07:00,13.7,4.1
11-Jun-2016 08:00,19.5,4.8
11-Jun-2016 09:00,19.5,4.8
11-Jun-2016 10:00,18.8,4.8
11-Jun-2016 11:00,22.6,6.6
11-Jun-2016 12:00,15.7,5.9
11-Jun-2016 13:00,14.1,5.7
11-Jun-2016 14:00,13.2,5.3
11-Jun-2016 15:00,13.9,5.5
11-Jun-2016 16:00,11.6,5.1
11-Jun-2016 17:00,18.6,5.4
11-Jun-2016 18:00,11.3,4.9
11-Jun-2016 19:00,8.1,4.5
11-Jun-2016 20:00,8.1,4.9
11-Jun-2016 21:00,8.6,4.9
11-Jun-2016 22:00,9.2,5.1
11-Jun-2016 23:00,10.3,5.4
12-Jun-2016 00:00,8.2,4.7
12-Jun-2016 01:00,8.9,5.2
12-Jun-2016 02:00,7.9,5.3
12-Jun-2016 03:00,8.9,5.9
12-Jun-2016 04:00,9.5,6.4
12-Jun-2016 05:00,8.9,6.4
12-Jun-2016 06:00,9.4,6.2
12-Jun-2016 07:00,8,5.4
12-Jun-2016 08:00,8.7,5.3
12-Jun-2016 09:00,8.4,4.8
12-Jun-2016 10:00,9.3,4.7
12-Jun-2016 11:00,8,4.3
12-Jun-2016 12:00,10.6,4.5
12-Jun-2016 13:00,9.4,4.3
12-Jun-2016 14:00,8.7,4.3
12-Jun-2016 15:00,7.2,3.3
12-Jun-2016 16:00,6.4,3.1
12-Jun-2016 17:00,7.8,3.6
12-Jun-2016 18:00,7,3.1
12-Jun-2016 19:00,9.4,3
12-Jun-2016 20:00,10.1,3.3
12-Jun-2016 21:00,12,3.7
12-Jun-2016 22:00,10.3,4
12-Jun-2016 23:00,11,4.5
13-Jun-2016 00:00,10.6,4.9
13-Jun-2016 01:00,8.9,4.9
13-Jun-2016 02:00,8.7,5
13-Jun-2016 03:00,9.9,5.5
13-Jun-2016 04:00,10.8,5.8
13-Jun-2016 05:00,14.9,6.2
13-Jun-2016 06:00,26.3,8
13-Jun-2016 07:00,32.2,8.3
13-Jun-2016 08:00,36.7,9.4
13-Jun-2016 09:00,37.2,9.4
13-Jun-2016 10:00,24,7.4
13-Jun-2016 11:00,22.7,5.8
13-Jun-2016 12:00,9,4.5
13-Jun-2016 13:00,6.9,3.8
13-Jun-2016 14:00,8.7,3.8
13-Jun-2016 15:00,3.6,2.1
13-Jun-2016 16:00,6,3.3
13-Jun-2016 17:00,9,3.8
13-Jun-2016 18:00,5.4,3
13-Jun-2016 19:00,6.8,3.3
13-Jun-2016 20:00,4.8,3
13-Jun-2016 21:00,4.4,3.3
13-Jun-2016 22:00,5.7,4.2
13-Jun-2016 23:00,5.2,3.9
14-Jun-2016 00:00,4.3,3.3
14-Jun-2016 01:00,4,3.2
14-Jun-2016 02:00,4,3.2
14-Jun-2016 03:00,3.8,3.1
14-Jun-2016 04:00,4.7,3.4
14-Jun-2016 05:00,6,4
14-Jun-2016 06:00,6.5,4.1
14-Jun-2016 07:00,7.1,4.5
14-Jun-2016 08:00,10,5.7
14-Jun-2016 09:00,8.7,5.3
14-Jun-2016 10:00,9.6,4.8
14-Jun-2016 11:00,9.2,3.8
14-Jun-2016 12:00,6.9,3.2
14-Jun-2016 13:00,7.2,2.9
14-Jun-2016 14:00,7.2,2.9
14-Jun-2016 15:00,7.9,2.7
14-Jun-2016 16:00,7.4,2.6
14-Jun-2016 17:00,6.8,2.4
14-Jun-2016 18:00,5.6,2.3
14-Jun-2016 19:00,8.8,3
14-Jun-2016 20:00,10.3,3.5
14-Jun-2016 21:00,10.6,3.6
14-Jun-2016 22:00,11.4,3.7
14-Jun-2016 23:00,9.1,3.3
15-Jun-2016 00:00,5.3,2.6
15-Jun-2016 01:00,5.3,2.7
15-Jun-2016 02:00,6.8,3
15-Jun-2016 03:00,9.7,3.8
15-Jun-2016 04:00,8.2,3.5
15-Jun-2016 05:00,11.8,4
15-Jun-2016 06:00,19.5,4.9
15-Jun-2016 07:00,20.1,4.5
15-Jun-2016 08:00,14.1,3.7
15-Jun-2016 09:00,10.5,3.2
15-Jun-2016 10:00,6.2,2.6
15-Jun-2016 11:00,7.2,2.4
15-Jun-2016 12:00,12.6,2.7
15-Jun-2016 13:00,7.2,2.2
15-Jun-2016 14:00,11.3,2.8
15-Jun-2016 15:00,10.1,2.8
15-Jun-2016 16:00,6.9,2.2
15-Jun-2016 17:00,6.3,2.1
15-Jun-2016 18:00,6.1,2
15-Jun-2016 19:00,7.5,2.4
15-Jun-2016 20:00,11.4,3.2
15-Jun-2016 21:00,17.7,4.6
15-Jun-2016 22:00,6.2,2.4
15-Jun-2016 23:00,8.9,3.2
16-Jun-2016 00:00,9.5,3.2
16-Jun-2016 01:00,7.2,2.8
16-Jun-2016 02:00,6.2,2.2
16-Jun-2016 03:00,6,2.4
16-Jun-2016 04:00,7.2,2.5
16-Jun-2016 05:00,14,3.5
16-Jun-2016 06:00,17,4.5
16-Jun-2016 07:00,16,4.5
16-Jun-2016 08:00,12.2,4.4
16-Jun-2016 09:00,10.9,3.6
16-Jun-2016 10:00,9.8,3.4
16-Jun-2016 11:00,8.4,2.9
16-Jun-2016 12:00,8.5,2.7
16-Jun-2016 13:00,7,2.5
16-Jun-2016 14:00,7.4,2.6
16-Jun-2016 15:00,5.5,2.1
16-Jun-2016 16:00,5.6,2.1
16-Jun-2016 17:00,7,2.2
16-Jun-2016 18:00,9,2.3
16-Jun-2016 19:00,10.6,2.9
16-Jun-2016 20:00,14.8,3.9
16-Jun-2016 21:00,20.7,5.1
16-Jun-2016 22:00,16.8,4.9
16-Jun-2016 23:00,13.8,4.6
17-Jun-2016 00:00,9.7,3.6
17-Jun-2016 01:00,10.6,3.7
17-Jun-2016 02:00,10,3.4
17-Jun-2016 03:00,8.2,3.2
17-Jun-2016 04:00,10.5,3.6
17-Jun-2016 05:00,15.4,4
17-Jun-2016 06:00,14,3.9
17-Jun-2016 07:00,12.6,3.8
17-Jun-2016 08:00,9.9,3
17-Jun-2016 09:00,10.9,3
17-Jun-2016 10:00,15.5,3.2
17-Jun-2016 11:00,11.1,2.9
17-Jun-2016 12:00,11.8,2.9
17-Jun-2016 13:00,11.4,2.8
17-Jun-2016 14:00,12.9,3.2
17-Jun-2016 15:00,7.8,2.3
17-Jun-2016 16:00,6.6,2.1
17-Jun-2016 17:00,5.9,1.9
17-Jun-2016 18:00,8.7,2.3
17-Jun-2016 19:00,15.3,3.2
17-Jun-2016 20:00,9.2,2.5
17-Jun-2016 21:00,11.4,3.1
17-Jun-2016 22:00,17.5,4.9
17-Jun-2016 23:00,17,5.8
18-Jun-2016 00:00,18.3,6.7
18-Jun-2016 01:00,16.8,5.3
18-Jun-2016 02:00,10.6,3.6
18-Jun-2016 03:00,10.2,3.3
18-Jun-2016 04:00,9.2,3
18-Jun-2016 05:00,11.9,3.1
18-Jun-2016 06:00,10.5,3
18-Jun-2016 07:00,10.3,2.7
18-Jun-2016 08:00,10.8,2.7
18-Jun-2016 09:00,9.4,2.3
18-Jun-2016 10:00,8.1,2.1
18-Jun-2016 11:00,9.9,2.3
18-Jun-2016 12:00,6.7,2.1
18-Jun-2016 13:00,7.2,2.1
18-Jun-2016 14:00,6.9,2.3
18-Jun-2016 15:00,7.9,2.6
18-Jun-2016 16:00,7.8,2.5
18-Jun-2016 17:00,8.5,2.9
18-Jun-2016 18:00,11.1,3.3
18-Jun-2016 19:00,11.7,3.5
18-Jun-2016 20:00,16.7,5.2
18-Jun-2016 21:00,18.4,5.8
18-Jun-2016 22:00,24.2,9.8
18-Jun-2016 23:00,27.1,12
19-Jun-2016 00:00,23.5,11.8
19-Jun-2016 01:00,18.5,9.4
19-Jun-2016 02:00,14.7,7.5
19-Jun-2016 03:00,14.1,6.3
19-Jun-2016 04:00,16.9,6.8
19-Jun-2016 05:00,14.6,6.2
19-Jun-2016 06:00,11.2,5.3
19-Jun-2016 07:00,8.6,4.5
19-Jun-2016 08:00,15.2,9.7
19-Jun-2016 09:00,10.9,4.4
19-Jun-2016 10:00,8.6,3.6
19-Jun-2016 11:00,6.7,2.6
19-Jun-2016 12:00,5.8,2.3
19-Jun-2016 13:00,6,2.2
19-Jun-2016 14:00,4.2,1.7
19-Jun-2016 15:00,4.3,1.7
19-Jun-2016 16:00,3.2,1.6
19-Jun-2016 17:00,4.2,2.1
19-Jun-2016 18:00,8,4.3
19-Jun-2016 19:00,13.5,4
19-Jun-2016 20:00,23.1,6.8
19-Jun-2016 21:00,24.3,7.7
19-Jun-2016 22:00,28.4,8.9
19-Jun-2016 23:00,27.3,9.1
20-Jun-2016 00:00,23,9.9
20-Jun-2016 01:00,9.9,4.4
20-Jun-2016 02:00,9.3,5.2
20-Jun-2016 03:00,12.8,6.8
20-Jun-2016 04:00,16.1,7.4
20-Jun-2016 05:00,16.5,6.9
20-Jun-2016 06:00,25.2,7.8
20-Jun-2016 07:00,17.2,6.3
20-Jun-2016 08:00,18,5.4
20-Jun-2016 09:00,14.7,4.3
20-Jun-2016 10:00,10.9,3.6
20-Jun-2016 11:00,12.4,3.7
20-Jun-2016 12:00,12.1,3.5
20-Jun-2016 13:00,8.9,2.8
20-Jun-2016 14:00,6,2.2
20-Jun-2016 15:00,5.5,2.2
20-Jun-2016 16:00,5.2,1.9
20-Jun-2016 17:00,5.5,2.2
20-Jun-2016 18:00,6.3,1.9
20-Jun-2016 19:00,15.5,3.2
20-Jun-2016 20:00,27.4,5.5
20-Jun-2016 21:00,32.3,7.9
20-Jun-2016 22:00,23.5,6.4
20-Jun-2016 23:00,13.7,4
21-Jun-2016 00:00,12.7,4.2
21-Jun-2016 01:00,16,5.5
21-Jun-2016 02:00,13.4,5.1
21-Jun-2016 03:00,10.9,5.6
21-Jun-2016 04:00,15.1,6.5
21-Jun-2016 05:00,23.5,7.2
21-Jun-2016 06:00,58.5,13.7
21-Jun-2016 07:00,28.3,7
21-Jun-2016 08:00,26.3,6.6
21-Jun-2016 09:00,19.6,5.3
21-Jun-2016 10:00,18.1,5.1
21-Jun-2016 11:00,15.9,4.6
21-Jun-2016 12:00,19.3,5.1
21-Jun-2016 13:00,17.8,4.9
21-Jun-2016 14:00,16.3,4.7
21-Jun-2016 15:00,12.8,5.6
21-Jun-2016 16:00,14.6,6.8
21-Jun-2016 17:00,12.9,7
21-Jun-2016 18:00,125.1,20.8
21-Jun-2016 19:00,50.4,10.3
21-Jun-2016 20:00,10.7,4.8
21-Jun-2016 21:00,8.3,4.6
21-Jun-2016 22:00,8.1,4.5
21-Jun-2016 23:00,7.2,4.6
22-Jun-2016 00:00,10.1,5.3
22-Jun-2016 01:00,11.2,6.2
22-Jun-2016 02:00,8.5,5.7
22-Jun-2016 03:00,9.9,6.2
22-Jun-2016 04:00,12.3,7
22-Jun-2016 05:00,15,7.9
22-Jun-2016 06:00,15.2,8.3
22-Jun-2016 07:00,25.6,8.9
22-Jun-2016 08:00,19.5,7.7
22-Jun-2016 09:00,14.3,6.6
22-Jun-2016 10:00,12.4,5.7
22-Jun-2016 11:00,12.6,5.4
22-Jun-2016 12:00,17.6,6.5
22-Jun-2016 13:00,22.4,7.2
22-Jun-2016 14:00,31.3,9.1
22-Jun-2016 15:00,9.7,4.4
22-Jun-2016 16:00,130,20.8
22-Jun-2016 17:00,15.5,5.9
22-Jun-2016 18:00,11.3,5.3
22-Jun-2016 19:00,10.3,5.8
22-Jun-2016 20:00,15.7,6.8
22-Jun-2016 21:00,15.1,7.1
22-Jun-2016 22:00,12.4,7
22-Jun-2016 23:00,8.4,5.6
23-Jun-2016 00:00,8.8,6
23-Jun-2016 01:00,8.1,6
23-Jun-2016 02:00,8.2,5.5
23-Jun-2016 03:00,9.3,5.9
23-Jun-2016 04:00,10.5,6.7
23-Jun-2016 05:00,16.2,7.5
23-Jun-2016 06:00,22.1,8.4
23-Jun-2016 07:00,22.4,9.6
23-Jun-2016 08:00,18,8.1
23-Jun-2016 09:00,16.7,8.2
23-Jun-2016 10:00,12.8,6.7
23-Jun-2016 11:00,12.3,6.3
23-Jun-2016 12:00,13.3,5.9
23-Jun-2016 13:00,11.7,5.5
23-Jun-2016 14:00,11.3,5.2
23-Jun-2016 15:00,12.8,5
23-Jun-2016 16:00,8,4.4
23-Jun-2016 17:00,22.3,6.6
23-Jun-2016 18:00,9.7,5.2
23-Jun-2016 19:00,7.4,4.7
23-Jun-2016 20:00,7,4.7
23-Jun-2016 21:00,9.2,5.4
23-Jun-2016 22:00,12,6.4
23-Jun-2016 23:00,11.3,6.2
24-Jun-2016 00:00,9.3,5.8
24-Jun-2016 01:00,8.3,5.9
24-Jun-2016 02:00,9,6.1
24-Jun-2016 03:00,10.3,6.9
24-Jun-2016 04:00,10.7,7.5
24-Jun-2016 05:00,12.8,8
24-Jun-2016 06:00,14.8,7.3
24-Jun-2016 07:00,14.5,7
24-Jun-2016 08:00,14.1,6.6
24-Jun-2016 09:00,19.4,6.4
24-Jun-2016 10:00,17.3,6.1
24-Jun-2016 11:00,16,5.6
24-Jun-2016 12:00,13.5,4.7
24-Jun-2016 13:00,16.6,5
24-Jun-2016 14:00,12.5,4.2
24-Jun-2016 15:00,7.4,3.3
24-Jun-2016 16:00,7.4,3.4
24-Jun-2016 17:00,15,5
24-Jun-2016 18:00,7.7,3.9
24-Jun-2016 19:00,7.3,3.9
24-Jun-2016 20:00,6.6,4
24-Jun-2016 21:00,7.3,4
24-Jun-2016 22:00,9.7,4.8
24-Jun-2016 23:00,9.4,5
25-Jun-2016 00:00,9,4.9
25-Jun-2016 01:00,11.4,5.8
25-Jun-2016 02:00,8.9,5.7
25-Jun-2016 03:00,11.9,6.6
25-Jun-2016 04:00,12.6,7
25-Jun-2016 05:00,16.8,7.6
25-Jun-2016 06:00,15.7,6.6
25-Jun-2016 07:00,15.4,6.3
25-Jun-2016 08:00,12.2,5.3
25-Jun-2016 09:00,13.7,5.3
25-Jun-2016 10:00,13.1,5
25-Jun-2016 11:00,12.4,4.3
25-Jun-2016 12:00,10.4,3.3
25-Jun-2016 13:00,9.5,3.1
25-Jun-2016 14:00,8.4,3
25-Jun-2016 15:00,7.4,2.8
25-Jun-2016 16:00,7.7,2.8
25-Jun-2016 17:00,7.2,2.7
25-Jun-2016 18:00,8.3,2.8
25-Jun-2016 19:00,18,4.2
25-Jun-2016 20:00,17.4,4.2
25-Jun-2016 21:00,18.1,5.5
25-Jun-2016 22:00,14.7,5
25-Jun-2016 23:00,22.2,8.6
26-Jun-2016 00:00,23.2,10.1
26-Jun-2016 01:00,12.6,5.3
26-Jun-2016 02:00,11.3,4
26-Jun-2016 03:00,11.5,4.7
26-Jun-2016 04:00,11.8,5.9
26-Jun-2016 05:00,15.8,9
26-Jun-2016 06:00,14.1,6.8
26-Jun-2016 07:00,8.8,3.9
26-Jun-2016 08:00,9.3,4.5
26-Jun-2016 09:00,7.3,3.2
26-Jun-2016 10:00,9.1,3.4
26-Jun-2016 11:00,9.2,3.4
26-Jun-2016 12:00,6,2.3
26-Jun-2016 13:00,3.2,1.4
26-Jun-2016 14:00,3.8,1.4
26-Jun-2016 15:00,3.5,1.5
26-Jun-2016 16:00,3.8,1.8
26-Jun-2016 17:00,3.8,1.6
26-Jun-2016 18:00,3.3,1.4
26-Jun-2016 19:00,7.8,2.5
26-Jun-2016 20:00,11.3,3.6
26-Jun-2016 21:00,12.1,3.3
26-Jun-2016 22:00,6.9,2.3
26-Jun-2016 23:00,9.9,3.3
27-Jun-2016 00:00,10.4,3.3
27-Jun-2016 01:00,13,3.8
27-Jun-2016 02:00,8.3,3.4
27-Jun-2016 03:00,10.1,3.2
27-Jun-2016 04:00,18.5,10.8
27-Jun-2016 05:00,21.2,10
27-Jun-2016 06:00,28.5,6.2
27-Jun-2016 07:00,24.4,5.8
27-Jun-2016 08:00,14.8,3.5
27-Jun-2016 09:00,12.3,2.9
27-Jun-2016 10:00,10,2.4
27-Jun-2016 11:00,12.3,2.7
27-Jun-2016 12:00,11.7,2.5
27-Jun-2016 13:00,6.8,2.3
27-Jun-2016 14:00,7,2.6
27-Jun-2016 15:00,7,2.2
27-Jun-2016 16:00,5.7,2
27-Jun-2016 17:00,7,2.3
27-Jun-2016 18:00,7.2,2.6
27-Jun-2016 19:00,12.6,3.7
