Timestamp,Temperature[degC],Humidity[percent],SO2[ppb],O3[ppb],SO2[V],O3[V]
10/11/2015 16:00:02,32.91,21.95,0.00,0.00,-1.995878,-0.816516
10/11/2015 16:00:07,32.98,21.87,0.00,0.00,-1.995907,-0.816544
10/11/2015 16:00:12,33.05,21.79,0.00,0.00,-1.995957,-0.816579
10/11/2015 16:00:17,33.12,21.72,0.00,0.00,-1.996000,-0.816574
10/11/2015 16:00:22,33.19,21.65,0.00,0.00,-1.996020,-0.816625
10/11/2015 16:00:26,33.25,21.58,0.00,0.00,-1.996067,-0.816676
10/11/2015 16:00:31,33.32,21.53,0.00,0.00,-1.996123,-0.816714
10/11/2015 16:00:37,33.39,21.48,0.00,0.00,-1.996118,-0.816716
10/11/2015 16:00:41,33.46,21.43,0.00,0.00,-1.996140,-0.816745
10/11/2015 16:00:46,33.53,21.39,0.00,0.00,-1.996176,-0.816811
10/11/2015 16:00:51,33.59,21.34,0.00,0.00,-1.996202,-0.816835
10/11/2015 16:00:56,33.66,21.29,0.00,0.00,-1.996237,-0.816868
10/11/2015 16:01:01,33.72,21.24,0.00,0.00,-1.996246,-0.816867
10/11/2015 16:01:07,33.79,21.19,0.00,0.00,-1.996279,-0.816909
10/11/2015 16:01:11,33.85,21.13,0.00,0.00,-1.996327,-0.816990
10/11/2015 16:01:16,33.92,21.08,0.00,0.00,-1.996356,-0.817021
10/11/2015 16:01:21,33.98,21.03,0.00,0.00,-1.996369,-0.817142
10/11/2015 16:01:26,34.04,20.97,0.00,0.00,-1.996387,-0.817080
10/11/2015 16:01:32,34.10,20.91,0.00,0.00,-1.996424,-0.817099
10/11/2015 16:01:36,34.16,20.85,0.00,0.00,-1.996459,-0.817137
10/11/2015 16:01:41,34.22,20.78,0.00,0.00,-1.996480,-0.817171
10/11/2015 16:01:46,34.28,20.72,0.00,0.00,-1.996513,-0.817175
10/11/2015 16:01:51,34.34,20.65,0.00,0.00,-1.996522,-0.817213
10/11/2015 16:01:57,34.40,20.59,0.00,0.00,-1.996532,-0.817204
10/11/2015 16:02:01,34.45,20.54,0.00,0.00,-1.996526,-0.817204
10/11/2015 16:02:06,34.51,20.49,0.00,0.00,-1.996541,-0.817242
10/11/2015 16:02:11,34.57,20.43,0.00,0.00,-1.996570,-0.817337
10/11/2015 16:02:16,34.62,20.38,0.00,0.00,-1.996612,-0.817406
10/11/2015 16:02:21,34.68,20.33,0.00,0.00,-1.996655,-0.817427
10/11/2015 16:02:27,34.73,20.29,0.00,0.00,-1.996687,-0.817477
10/11/2015 16:02:31,34.79,20.24,0.00,0.00,-1.996732,-0.817461
10/11/2015 16:02:36,34.84,20.20,0.00,0.00,-1.996760,-0.817451
10/11/2015 16:02:41,34.90,20.15,0.00,0.00,-1.996797,-0.817490
10/11/2015 16:02:46,34.95,20.11,0.00,0.00,-1.996833,-0.817561
10/11/2015 16:02:52,35.01,20.06,0.00,0.00,-1.996836,-0.817573
10/11/2015 16:02:56,35.06,20.02,0.00,0.00,-1.996837,-0.817646
10/11/2015 16:03:01,35.11,19.97,0.00,0.00,-1.996876,-0.817655
10/11/2015 16:03:06,35.16,19.93,0.00,0.00,-1.996912,-0.817675
10/11/2015 16:03:11,35.21,19.89,0.00,0.00,-1.996908,-0.817677
10/11/2015 16:03:17,35.26,19.85,0.00,0.00,-1.996955,-0.817719
10/11/2015 16:03:21,35.31,19.81,0.00,0.00,-1.996970,-0.817760
10/11/2015 16:03:26,35.35,19.77,0.00,0.00,-1.996979,-0.817738
10/11/2015 16:03:31,35.40,19.73,0.00,0.00,-1.996988,-0.817753
10/11/2015 16:03:36,35.44,19.68,0.00,0.00,-1.996990,-0.817782
10/11/2015 16:03:41,35.49,19.64,0.00,0.00,-1.997020,-0.817787
10/11/2015 16:03:47,35.53,19.60,0.00,0.00,-1.997030,-0.817825
10/11/2015 16:03:51,35.58,19.56,0.00,0.00,-1.997076,-0.817999
10/11/2015 16:03:56,35.62,19.52,0.00,0.00,-1.997127,-0.817964
10/11/2015 16:04:01,35.67,19.49,0.00,0.00,-1.997189,-0.817948
10/11/2015 16:04:06,35.72,19.45,0.00,0.00,-1.997254,-0.818005
10/11/2015 16:04:12,35.77,19.42,0.00,0.00,-1.997294,-0.818041
10/11/2015 16:04:16,35.82,19.40,0.00,0.00,-1.997294,-0.818073
10/11/2015 16:04:21,35.87,19.38,0.00,0.00,-1.997326,-0.818060
10/11/2015 16:04:26,35.91,19.36,0.00,0.00,-1.997315,-0.818113
10/11/2015 16:04:31,35.96,19.34,0.00,0.00,-1.997367,-0.818195
10/11/2015 16:04:37,36.01,19.33,0.00,0.00,-1.997378,-0.818282
10/11/2015 16:04:41,36.05,19.31,0.00,0.00,-1.997411,-0.818288
10/11/2015 16:04:46,36.10,19.30,0.00,0.00,-1.997467,-0.818359
10/11/2015 16:04:51,36.14,19.28,0.00,0.00,-1.997484,-0.818333
10/11/2015 16:04:56,36.19,19.27,0.00,0.00,-1.997458,-0.818347
10/11/2015 16:05:01,36.23,19.25,0.00,0.00,-1.997470,-0.818384
10/11/2015 16:05:07,36.28,19.23,0.00,0.00,-1.997495,-0.818438
10/11/2015 16:05:11,36.33,19.21,0.00,0.00,-1.997502,-0.818479
10/11/2015 16:05:16,36.37,19.19,0.00,0.00,-1.997518,-0.818586
10/11/2015 16:05:21,36.41,19.17,0.00,0.00,-1.997533,-0.818634
10/11/2015 16:05:26,36.45,19.15,0.00,0.00,-1.997537,-0.818605
10/11/2015 16:05:31,36.50,19.13,0.00,0.00,-1.997553,-0.818664
10/11/2015 16:05:36,36.54,19.11,0.00,0.00,-1.997578,-0.818662
10/11/2015 16:05:41,36.58,19.08,0.00,0.00,-1.997569,-0.818710
10/11/2015 16:05:46,36.62,19.06,0.00,0.00,-1.997555,-0.818721
10/11/2015 16:05:51,36.66,19.03,0.00,0.00,-1.997584,-0.818765
10/11/2015 16:05:56,36.69,19.01,0.00,0.00,-1.997591,-0.818825
10/11/2015 16:06:01,36.73,18.99,0.00,0.00,-1.997617,-0.818842
10/11/2015 16:06:06,36.76,18.97,0.00,0.00,-1.997644,-0.818974
10/11/2015 16:06:11,36.79,18.96,0.00,0.00,-1.997682,-0.819001
10/11/2015 16:06:16,36.83,18.94,0.00,0.00,-1.997716,-0.819053
10/11/2015 16:06:21,36.86,18.93,0.00,0.00,-1.997755,-0.819074
10/11/2015 16:06:26,36.89,18.92,0.00,0.00,-1.997772,-0.819088
10/11/2015 16:06:31,36.92,18.91,0.00,0.00,-1.997750,-0.818985
10/11/2015 16:06:36,36.95,18.91,0.00,0.00,-1.997731,-0.819040
10/11/2015 16:06:41,36.98,18.90,0.00,0.00,-1.997711,-0.819042
10/11/2015 16:06:46,37.00,18.90,0.00,0.00,-1.997686,-0.819064
10/11/2015 16:06:51,37.03,18.90,0.00,0.00,-1.997648,-0.819054
10/11/2015 16:06:56,37.05,18.90,0.00,0.00,-1.997656,-0.819068
10/11/2015 16:07:01,37.08,18.89,0.00,0.00,-1.997652,-0.819129
10/11/2015 16:07:06,37.10,18.89,0.00,0.00,-1.997663,-0.819175
10/11/2015 16:07:11,37.12,18.88,0.00,0.00,-1.997650,-0.819108
10/11/2015 16:07:16,37.15,18.87,0.00,0.00,-1.997681,-0.819087
10/11/2015 16:07:21,37.17,18.86,0.00,0.00,-1.997695,-0.819112
10/11/2015 16:07:26,37.19,18.85,0.00,0.00,-1.997643,-0.819046
10/11/2015 16:07:31,37.21,18.84,0.00,0.00,-1.997638,-0.819113
10/11/2015 16:07:36,37.23,18.83,0.00,0.00,-1.997675,-0.819098
10/11/2015 16:07:41,37.25,18.83,0.00,0.00,-1.997654,-0.819160
10/11/2015 16:07:46,37.26,18.82,0.00,0.00,-1.997639,-0.819183
10/11/2015 16:07:51,37.28,18.82,0.00,0.00,-1.997633,-0.819281
10/11/2015 16:07:56,37.30,18.82,0.00,0.00,-1.997631,-0.819272
10/11/2015 16:08:01,37.32,18.82,0.00,0.00,-1.997672,-0.819241
10/11/2015 16:08:06,37.34,18.82,0.00,0.00,-1.997687,-0.819315
10/11/2015 16:08:11,37.36,18.82,0.00,0.00,-1.997698,-0.819359
10/11/2015 16:08:16,37.38,18.82,0.00,0.00,-1.997713,-0.819430
10/11/2015 16:08:21,37.40,18.82,0.00,0.00,-1.997686,-0.819423
10/11/2015 16:08:26,37.43,18.82,0.00,0.00,-1.997716,-0.819474
10/11/2015 16:08:31,37.45,18.82,0.00,0.00,-1.997759,-0.819499
10/11/2015 16:08:36,37.48,18.82,0.00,0.00,-1.997773,-0.819507
10/11/2015 16:08:41,37.50,18.81,0.00,0.00,-1.997784,-0.819506
10/11/2015 16:08:46,37.53,18.81,0.00,0.00,-1.997805,-0.819447
10/11/2015 16:08:51,37.55,18.80,0.00,0.00,-1.997817,-0.819446
10/11/2015 16:08:56,37.58,18.80,0.00,0.00,-1.997820,-0.819453
10/11/2015 16:09:01,37.60,18.80,0.00,0.00,-1.997760,-0.819452
10/11/2015 16:09:06,37.63,18.79,0.00,0.00,-1.997794,-0.819487
10/11/2015 16:09:11,37.66,18.77,0.00,0.00,-1.997772,-0.819529
10/11/2015 16:09:16,37.68,18.76,0.00,0.00,-1.997795,-0.819570
10/11/2015 16:09:21,37.71,18.75,0.00,0.00,-1.997792,-0.819667
10/11/2015 16:09:26,37.73,18.74,0.00,0.00,-1.997781,-0.819722
10/11/2015 16:09:31,37.75,18.74,0.00,0.00,-1.997841,-0.819746
10/11/2015 16:09:36,37.76,18.73,0.00,0.00,-1.997838,-0.819725
10/11/2015 16:09:41,37.78,18.72,0.00,0.00,-1.997864,-0.819737
10/11/2015 16:09:46,37.79,18.72,0.00,0.00,-1.997896,-0.819728
10/11/2015 16:09:51,37.81,18.72,0.00,0.00,-1.997898,-0.819797
10/11/2015 16:09:56,37.82,18.71,0.00,0.00,-1.997889,-0.819881
10/11/2015 16:10:01,37.84,18.70,0.00,0.00,-1.997891,-0.820005
10/11/2015 16:10:06,37.86,18.69,0.00,0.00,-1.997914,-0.820104
10/11/2015 16:10:11,37.88,18.68,0.00,0.00,-1.997930,-0.820107
10/11/2015 16:10:16,37.89,18.66,0.00,0.00,-1.997935,-0.820137
10/11/2015 16:10:21,37.91,18.65,0.00,0.00,-1.997968,-0.820185
10/11/2015 16:10:26,37.93,18.64,0.00,0.00,-1.998004,-0.820135
10/11/2015 16:10:31,37.95,18.62,0.00,0.00,-1.998032,-0.820150
10/11/2015 16:10:36,37.97,18.61,0.00,0.00,-1.998070,-0.820136
10/11/2015 16:10:41,37.98,18.58,0.00,0.00,-1.998037,-0.820193
10/11/2015 16:10:46,37.99,18.56,0.00,0.00,-1.998052,-0.820229
10/11/2015 16:10:51,38.00,18.55,0.00,0.00,-1.998078,-0.820224
10/11/2015 16:10:56,38.01,18.53,0.00,0.00,-1.998090,-0.820198
10/11/2015 16:11:01,38.01,18.52,0.00,0.00,-1.998166,-0.820285
10/11/2015 16:11:06,38.01,18.51,0.00,0.00,-1.998187,-0.820291
10/11/2015 16:11:11,38.01,18.50,0.00,0.00,-1.998170,-0.820363
10/11/2015 16:11:16,38.01,18.49,0.00,0.00,-1.998206,-0.820341
10/11/2015 16:11:21,38.01,18.49,0.00,0.00,-1.998248,-0.820411
10/11/2015 16:11:26,38.01,18.48,0.00,0.00,-1.998230,-0.820483
10/11/2015 16:11:31,38.01,18.47,0.00,0.00,-1.998233,-0.820530
10/11/2015 16:11:36,38.01,18.46,0.00,0.00,-1.998266,-0.820598
10/11/2015 16:11:41,38.01,18.46,0.00,0.00,-1.998411,-0.820722
10/11/2015 16:11:46,38.01,18.45,0.00,0.00,-1.998398,-0.820735
10/11/2015 16:11:51,38.01,18.44,0.00,0.00,-1.998464,-0.820754
10/11/2015 16:11:56,38.02,18.44,0.00,0.00,-1.998492,-0.820824
10/11/2015 16:12:01,38.03,18.43,0.00,0.00,-1.998501,-0.820823
10/11/2015 16:12:06,38.03,18.42,0.00,0.00,-1.998549,-0.820854
10/11/2015 16:12:11,38.04,18.40,0.00,0.00,-1.998563,-0.820950
10/11/2015 16:12:16,38.05,18.39,0.00,0.00,-1.998641,-0.821074
10/11/2015 16:12:21,38.06,18.37,0.00,0.00,-1.998683,-0.821166
10/11/2015 16:12:26,38.06,18.36,0.00,0.00,-1.998784,-0.821312
10/11/2015 16:12:31,38.07,18.35,0.00,0.00,-1.998893,-0.821443
10/11/2015 16:12:36,38.07,18.34,0.00,0.00,-1.998955,-0.821462
10/11/2015 16:12:41,38.07,18.33,0.00,0.00,-1.999025,-0.821467
10/11/2015 16:12:46,38.07,18.32,0.00,0.00,-1.999088,-0.821485
10/11/2015 16:12:51,38.07,18.32,0.00,0.00,-1.999125,-0.821576
10/11/2015 16:12:56,38.07,18.32,0.00,0.00,-1.999178,-0.821665
10/11/2015 16:13:01,38.07,18.32,0.00,0.00,-1.999225,-0.821650
10/11/2015 16:13:06,38.06,18.32,0.00,0.00,-1.999257,-0.821799
10/11/2015 16:13:11,38.05,18.32,0.00,0.00,-1.999313,-0.821835
10/11/2015 16:13:16,38.04,18.33,0.00,0.00,-1.999336,-0.821891
10/11/2015 16:13:21,38.03,18.34,0.00,0.00,-1.999405,-0.822033
10/11/2015 16:13:26,38.02,18.35,0.00,0.00,-1.999442,-0.822153
10/11/2015 16:13:31,38.01,18.36,0.00,0.00,-1.999492,-0.822252
10/11/2015 16:13:36,38.01,18.37,0.00,0.00,-1.999551,-0.822359
10/11/2015 16:13:41,38.00,18.37,0.00,0.00,-1.999594,-0.822427
10/11/2015 16:13:46,38.00,18.37,0.00,0.00,-1.999631,-0.822495
10/11/2015 16:13:51,38.00,18.37,0.00,0.00,-1.999686,-0.822513
10/11/2015 16:13:56,38.01,18.37,0.00,0.00,-1.999734,-0.822695
10/11/2015 16:14:01,38.01,18.37,0.00,0.00,-1.999717,-0.822735
10/11/2015 16:14:06,38.01,18.36,0.00,0.00,-1.999794,-0.822780
10/11/2015 16:14:11,38.02,18.35,0.00,0.00,-1.999865,-0.822784
10/11/2015 16:14:16,38.02,18.34,0.00,0.00,-1.999921,-0.822900
10/11/2015 16:14:21,38.02,18.33,0.00,0.00,-1.999926,-0.822981
10/11/2015 16:14:26,38.02,18.32,0.00,0.00,-1.999984,-0.823128
10/11/2015 16:14:31,38.02,18.31,0.00,0.00,-2.000007,-0.823149
10/11/2015 16:14:36,38.02,18.30,0.00,0.00,-2.000038,-0.823230
10/11/2015 16:14:41,38.01,18.29,0.00,0.00,-2.000132,-0.823268
10/11/2015 16:14:46,38.00,18.28,0.00,0.00,-2.000185,-0.823333
10/11/2015 16:14:51,38.00,18.28,0.00,0.00,-2.000226,-0.823389
10/11/2015 16:14:56,37.99,18.28,0.00,0.00,-2.000220,-0.823381
10/11/2015 16:15:01,37.98,18.28,0.00,0.00,-2.000241,-0.823430
10/11/2015 16:15:06,37.97,18.28,0.00,0.00,-2.000197,-0.823421
10/11/2015 16:15:11,37.95,18.28,0.00,0.00,-2.000169,-0.823422
10/11/2015 16:15:16,37.93,18.28,0.00,0.00,-2.000176,-0.823487
10/11/2015 16:15:21,37.91,18.29,0.00,0.00,-2.000177,-0.823518
10/11/2015 16:15:27,37.89,18.29,0.00,0.00,-2.000198,-0.823656
10/11/2015 16:15:31,37.87,18.30,0.00,0.00,-2.000240,-0.823647
10/11/2015 16:15:36,37.84,18.31,0.00,5.30,-2.000238,-0.823721
10/11/2015 16:15:41,37.82,18.32,0.00,7.98,-2.000255,-0.823735
10/11/2015 16:15:47,37.80,18.33,0.00,3.33,-2.000278,-0.823705
10/11/2015 16:15:51,37.79,18.34,0.00,6.19,-2.000271,-0.823721
10/11/2015 16:15:56,37.77,18.35,0.00,10.27,-2.000264,-0.823743
10/11/2015 16:16:01,37.76,18.36,0.00,14.41,-2.000268,-0.823766
10/11/2015 16:16:06,37.74,18.37,0.00,9.39,-2.000284,-0.823734
10/11/2015 16:16:12,37.72,18.39,0.00,11.94,-2.000279,-0.823747
10/11/2015 16:16:16,37.70,18.40,0.00,12.54,-2.000282,-0.823748
10/11/2015 16:16:21,37.67,18.41,0.00,3.75,-2.000280,-0.823694
10/11/2015 16:16:26,37.65,18.43,0.00,6.90,-2.000273,-0.823709
10/11/2015 16:16:31,37.62,18.45,0.00,12.29,-2.000261,-0.823738
10/11/2015 16:16:36,37.59,18.48,0.00,1.74,-2.000309,-0.823673
10/11/2015 16:16:41,37.56,18.51,0.00,16.59,-2.000363,-0.823758
10/11/2015 16:16:46,37.53,18.54,0.00,24.38,-2.000353,-0.823801
10/11/2015 16:16:51,37.50,18.56,0.00,40.99,-2.000328,-0.823896
10/11/2015 16:16:56,37.46,18.60,0.00,32.56,-2.000325,-0.823842
10/11/2015 16:17:01,37.42,18.63,0.00,25.72,-2.000310,-0.823797
10/11/2015 16:17:07,37.38,18.68,0.00,20.25,-2.000306,-0.823760
10/11/2015 16:17:11,37.34,18.72,0.00,28.30,-2.000305,-0.823803
10/11/2015 16:17:16,37.30,18.76,0.00,24.00,-2.000315,-0.823773
10/11/2015 16:17:21,37.25,18.81,0.00,33.20,-2.000294,-0.823823
10/11/2015 16:17:26,37.21,18.85,0.00,32.95,-2.000262,-0.823817
10/11/2015 16:17:31,37.17,18.89,0.00,27.82,-2.000263,-0.823782
10/11/2015 16:17:36,37.13,18.93,0.00,40.75,-2.000316,-0.823854
10/11/2015 16:17:41,37.10,18.96,0.00,34.77,-2.000334,-0.823815
10/11/2015 16:17:46,37.06,19.00,0.00,41.67,-2.000342,-0.823852
10/11/2015 16:17:51,37.03,19.04,0.00,44.80,-2.000361,-0.823867
10/11/2015 16:17:57,37.00,19.07,0.00,44.27,-2.000357,-0.823861
10/11/2015 16:18:01,36.98,19.10,0.00,43.70,-2.000389,-0.823855
10/11/2015 16:18:06,36.95,19.13,0.00,41.55,-2.000380,-0.823839
10/11/2015 16:18:11,36.92,19.16,0.00,45.97,-2.000386,-0.823863
10/11/2015 16:18:16,36.89,19.19,0.00,48.41,-2.000419,-0.823874
10/11/2015 16:18:21,36.86,19.21,0.00,70.12,-2.000417,-0.823998
10/11/2015 16:18:26,36.83,19.24,0.00,75.27,-2.000419,-0.824025
10/11/2015 16:18:31,36.79,19.27,0.00,85.38,-2.000451,-0.824081
10/11/2015 16:18:36,36.75,19.30,0.00,89.82,-2.000482,-0.824103
10/11/2015 16:18:41,36.71,19.33,0.00,86.73,-2.000503,-0.824080
10/11/2015 16:18:46,36.67,19.36,0.00,96.02,-2.000509,-0.824130
10/11/2015 16:18:51,36.63,19.39,0.00,105.58,-2.000548,-0.824182
10/11/2015 16:18:56,36.59,19.42,0.00,119.68,-2.000547,-0.824261
10/11/2015 16:19:01,36.54,19.45,0.00,131.13,-2.000565,-0.824324
10/11/2015 16:19:06,36.50,19.49,0.00,139.90,-2.000586,-0.824370
10/11/2015 16:19:11,36.45,19.52,0.00,145.37,-2.000608,-0.824398
10/11/2015 16:19:16,36.40,19.55,0.00,151.49,-2.000567,-0.824428
10/11/2015 16:19:21,36.35,19.59,0.00,152.31,-2.000573,-0.824427
10/11/2015 16:19:26,36.30,19.62,0.00,153.31,-2.000577,-0.824427
10/11/2015 16:19:31,36.25,19.66,0.00,154.66,-2.000604,-0.824430
10/11/2015 16:19:36,36.20,19.69,0.00,159.58,-2.000600,-0.824453
10/11/2015 16:19:41,36.15,19.72,0.00,170.53,-2.000602,-0.824512
10/11/2015 16:19:46,36.10,19.75,0.00,162.58,-2.000615,-0.824460
10/11/2015 16:19:51,36.05,19.78,0.00,165.24,-2.000624,-0.824470
10/11/2015 16:19:56,36.00,19.81,0.00,166.59,-2.000615,-0.824473
10/11/2015 16:20:01,35.95,19.84,0.00,163.22,-2.000614,-0.824447
10/11/2015 16:20:06,35.89,19.88,0.00,171.34,-2.000648,-0.824489
10/11/2015 16:20:11,35.84,19.92,0.00,175.66,-2.000669,-0.824508
10/11/2015 16:20:16,35.78,19.95,0.00,177.33,-2.000648,-0.824512
10/11/2015 16:20:21,35.73,19.99,0.00,177.26,-2.000646,-0.824505
10/11/2015 16:20:26,35.67,20.04,0.00,172.78,-2.000643,-0.824473
10/11/2015 16:20:31,35.61,20.08,0.00,175.54,-2.000641,-0.824483
10/11/2015 16:20:36,35.56,20.12,0.00,179.75,-2.000669,-0.824501
10/11/2015 16:20:41,35.50,20.16,0.00,192.26,-2.000650,-0.824569
10/11/2015 16:20:46,35.45,20.20,0.00,192.31,-2.000688,-0.824582
10/11/2015 16:20:51,35.40,20.24,0.00,194.70,-2.000670,-0.824594
10/11/2015 16:20:56,35.35,20.28,0.00,187.99,-2.000666,-0.824552
10/11/2015 16:21:01,35.30,20.31,0.00,180.04,-2.000661,-0.824503
10/11/2015 16:21:06,35.26,20.34,0.00,189.30,-2.000689,-0.824555
10/11/2015 16:21:11,35.21,20.37,0.00,180.88,-2.000658,-0.824503
10/11/2015 16:21:16,35.17,20.40,0.00,188.76,-2.000710,-0.824547
10/11/2015 16:21:21,35.13,20.43,0.00,187.10,-2.000678,-0.824536
10/11/2015 16:21:26,35.09,20.46,0.00,170.19,-2.000678,-0.824434
10/11/2015 16:21:31,35.05,20.48,0.00,158.59,-2.000637,-0.824364
10/11/2015 16:21:36,35.01,20.51,0.00,153.98,-2.000637,-0.824335
10/11/2015 16:21:41,34.97,20.54,0.00,149.92,-2.000613,-0.824309
10/11/2015 16:21:46,34.93,20.57,0.00,152.09,-2.000623,-0.824320
10/11/2015 16:21:51,34.89,20.60,0.00,152.52,-2.000640,-0.824321
10/11/2015 16:21:56,34.86,20.62,0.00,153.89,-2.000654,-0.824327
10/11/2015 16:22:01,34.82,20.65,0.00,150.46,-2.000648,-0.824305
10/11/2015 16:22:06,34.79,20.68,0.00,148.65,-2.000648,-0.824293
10/11/2015 16:22:11,34.76,20.71,0.00,144.88,-2.000622,-0.824269
10/11/2015 16:22:16,34.73,20.73,0.00,138.74,-2.000627,-0.824232
10/11/2015 16:22:21,34.70,20.76,0.00,133.11,-2.000628,-0.824197
10/11/2015 16:22:26,34.67,20.78,0.00,139.64,-2.000627,-0.824234
10/11/2015 16:22:31,34.64,20.81,0.00,144.71,-2.000647,-0.824262
10/11/2015 16:22:36,34.61,20.83,0.00,144.86,-2.000640,-0.824262
10/11/2015 16:22:41,34.59,20.85,0.00,144.65,-2.000639,-0.824260
10/11/2015 16:22:46,34.56,20.87,0.00,140.70,-2.000638,-0.824235
10/11/2015 16:22:51,34.54,20.89,0.00,148.38,-2.000593,-0.824279
10/11/2015 16:22:56,34.51,20.91,0.00,136.77,-2.000560,-0.824209
10/11/2015 16:23:01,34.48,20.93,0.00,143.54,-2.000538,-0.824248
10/11/2015 16:23:06,34.45,20.94,0.00,147.10,-2.000566,-0.824267
10/11/2015 16:23:11,34.42,20.96,0.00,136.10,-2.000538,-0.824201
10/11/2015 16:23:16,34.39,20.97,0.00,134.35,-2.000514,-0.824189
10/11/2015 16:23:21,34.35,20.99,0.00,121.99,-2.000502,-0.824115
10/11/2015 16:23:26,34.32,21.01,0.00,113.66,-2.000479,-0.824065
10/11/2015 16:23:31,34.29,21.03,0.00,113.10,-2.000465,-0.824060
10/11/2015 16:23:36,34.26,21.06,0.00,113.63,-2.000452,-0.824062
10/11/2015 16:23:41,34.22,21.08,0.00,115.63,-2.000470,-0.824072
10/11/2015 16:23:46,34.18,21.12,0.00,97.12,-2.000429,-0.823961
10/11/2015 16:23:51,34.15,21.15,0.00,102.20,-2.000452,-0.823989
10/11/2015 16:23:56,34.11,21.18,0.00,91.33,-2.000410,-0.823924
10/11/2015 16:24:01,34.07,21.21,0.00,90.71,-2.000426,-0.823918
10/11/2015 16:24:06,34.04,21.24,0.00,93.71,-2.000446,-0.823934
10/11/2015 16:24:11,34.00,21.27,0.00,96.88,-2.000450,-0.823951
10/11/2015 16:24:16,33.97,21.29,0.00,89.16,-2.000451,-0.823904
10/11/2015 16:24:21,33.93,21.30,0.00,95.46,-2.000468,-0.823939
10/11/2015 16:24:26,33.90,21.31,0.00,87.31,-2.000451,-0.823890
10/11/2015 16:24:31,33.87,21.32,0.00,81.22,-2.000436,-0.823853
10/11/2015 16:24:36,33.83,21.32,0.00,78.79,-2.000432,-0.823837
10/11/2015 16:24:41,33.80,21.33,0.00,70.15,-2.000442,-0.823785
10/11/2015 16:24:46,33.76,21.33,0.00,75.10,-2.000448,-0.823812
10/11/2015 16:24:51,33.73,21.32,0.00,77.48,-2.000463,-0.823824
10/11/2015 16:24:56,33.70,21.32,0.00,75.66,-2.000446,-0.823812
10/11/2015 16:25:01,33.66,21.32,0.00,61.94,-2.000431,-0.823730
10/11/2015 16:25:06,33.63,21.32,0.00,59.08,-2.000427,-0.823712
10/11/2015 16:25:11,33.60,21.32,0.00,55.28,-2.000401,-0.823688
10/11/2015 16:25:16,33.56,21.32,0.00,54.08,-2.000417,-0.823680
10/11/2015 16:25:21,33.53,21.32,0.00,48.61,-2.000410,-0.823646
10/11/2015 16:25:26,33.50,21.32,0.00,47.48,-2.000404,-0.823638
10/11/2015 16:25:31,33.48,21.32,0.00,39.56,-2.000415,-0.823591
10/11/2015 16:25:36,33.45,21.32,0.00,46.34,-2.000454,-0.823629
10/11/2015 16:25:41,33.42,21.32,0.00,44.80,-2.000454,-0.823619
10/11/2015 16:25:46,33.40,21.32,0.00,42.68,-2.000456,-0.823605
10/11/2015 16:25:51,33.37,21.32,0.00,36.73,-2.000460,-0.823569
10/11/2015 16:25:56,33.35,21.32,0.00,34.57,-2.000471,-0.823556
10/11/2015 16:26:01,33.33,21.32,0.00,36.59,-2.000498,-0.823567
10/11/2015 16:26:06,33.31,21.32,0.00,37.70,-2.000491,-0.823572
10/11/2015 16:26:11,33.29,21.32,0.00,39.35,-2.000499,-0.823581
10/11/2015 16:26:16,33.27,21.32,0.00,37.42,-2.000494,-0.823568
10/11/2015 16:26:21,33.25,21.32,0.00,37.61,-2.000491,-0.823569
10/11/2015 16:26:26,33.23,21.32,0.00,47.36,-2.000512,-0.823625
10/11/2015 16:26:31,33.22,21.32,0.00,45.36,-2.000505,-0.823612
10/11/2015 16:26:36,33.20,21.32,0.00,42.98,-2.000489,-0.823598
10/11/2015 16:26:41,33.18,21.31,0.00,34.24,-2.000471,-0.823546
10/11/2015 16:26:46,33.17,21.31,0.00,37.30,-2.000466,-0.823563
10/11/2015 16:26:51,33.15,21.31,0.00,36.21,-2.000483,-0.823556
10/11/2015 16:26:56,33.14,21.31,0.00,38.86,-2.000474,-0.823571
10/11/2015 16:27:01,33.13,21.33,0.00,33.98,-2.000459,-0.823542
10/11/2015 16:27:06,33.11,21.33,0.00,28.94,-2.000472,-0.823512
10/11/2015 16:27:11,33.10,21.34,0.00,32.73,-2.000466,-0.823533
10/11/2015 16:27:16,33.09,21.35,0.00,36.40,-2.000455,-0.823554
10/11/2015 16:27:21,33.07,21.37,0.00,42.29,-2.000465,-0.823587
10/11/2015 16:27:26,33.06,21.38,0.00,34.85,-2.000478,-0.823543
10/11/2015 16:27:31,33.05,21.40,0.00,33.45,-2.000459,-0.823535
10/11/2015 16:27:36,33.03,21.41,0.00,34.73,-2.000483,-0.823542
10/11/2015 16:27:41,33.02,21.43,0.00,37.69,-2.000484,-0.823558
10/11/2015 16:27:46,33.00,21.45,0.00,40.69,-2.000492,-0.823575
10/11/2015 16:27:51,32.99,21.48,0.00,39.06,-2.000498,-0.823565
10/11/2015 16:27:56,32.97,21.50,0.00,42.29,-2.000488,-0.823583
10/11/2015 16:28:01,32.96,21.53,0.00,47.45,-2.000518,-0.823612
10/11/2015 16:28:06,32.94,21.55,0.00,37.73,-2.000530,-0.823555
10/11/2015 16:28:11,32.93,21.58,0.00,41.40,-2.000538,-0.823575
10/11/2015 16:28:16,32.92,21.60,0.00,31.92,-2.000521,-0.823520
