timestamp,temperature[degC],humidity[%],no2[ppb],o3[ppb],no2_we[V],no2_aux[V],o3[V],latitude[deg],longitude[deg],altitude[m]
08/03/2016 07:45:47,20.34,63.6,---,---,---,---,---,---,---,---
08/03/2016 07:45:48,---,---,0,0,0.181227,0.233724,-0.825627,---,---,---
08/03/2016 07:45:52,20.35,63.6,---,---,---,---,---,---,---,---
08/03/2016 07:45:53,---,---,0,0,0.181158,0.233714,-0.82562,---,---,---
08/03/2016 07:45:57,20.36,63.6,---,---,---,---,---,---,---,---
08/03/2016 07:45:58,---,---,0,0,0.181134,0.233731,-0.825618,---,---,---
08/03/2016 07:46:02,20.36,63.6,---,---,---,---,---,---,---,---
08/03/2016 07:46:03,---,---,0,0,0.181116,0.233726,-0.825618,---,---,---
08/03/2016 07:46:07,20.37,63.6,---,---,---,---,---,---,---,---
08/03/2016 07:46:08,---,---,0,0,0.181106,0.233732,-0.825604,---,---,---
08/03/2016 07:46:12,20.37,63.59,---,---,---,---,---,---,---,---
08/03/2016 07:46:13,---,---,0,0,0.181208,0.233728,-0.825607,---,---,---
08/03/2016 07:46:17,20.38,63.59,---,---,---,---,---,---,---,---
08/03/2016 07:46:18,---,---,0,0,0.18129,0.233722,-0.825599,---,---,---
08/03/2016 07:46:22,20.38,63.58,---,---,---,---,---,---,---,---
08/03/2016 07:46:23,---,---,0,0,0.18146,0.233727,-0.825591,---,---,---
08/03/2016 07:46:27,20.39,63.57,---,---,---,---,---,---,---,---
08/03/2016 07:46:28,---,---,0,0,0.181675,0.233707,-0.825585,---,---,---
08/03/2016 07:46:32,20.4,---,---,---,---,---,---,---,---,---
08/03/2016 07:46:33,---,63.56,0,0,0.18191,0.233713,-0.825577,---,---,---
08/03/2016 07:46:37,20.4,63.54,---,---,---,---,---,---,---,---
08/03/2016 07:46:38,---,---,0,0,0.182176,0.233716,-0.825577,---,---,---
08/03/2016 07:46:42,20.41,63.53,---,---,---,---,---,---,---,---
08/03/2016 07:46:43,---,---,0,0,0.182353,0.233723,-0.825576,---,---,---
08/03/2016 07:46:47,20.41,63.51,---,---,---,---,---,---,---,---
08/03/2016 07:46:48,---,---,0,0,0.182493,0.233712,-0.825572,---,---,---
08/03/2016 07:46:52,20.42,63.49,---,---,---,---,---,---,---,---
08/03/2016 07:46:53,---,---,0,0,0.182604,0.233716,-0.825589,---,---,---
08/03/2016 07:46:57,20.43,63.49,---,---,---,---,---,---,---,---
08/03/2016 07:46:58,---,---,0,0,0.182684,0.233707,-0.8256,---,---,---
08/03/2016 07:47:02,20.43,63.52,---,---,---,---,---,---,---,---
08/03/2016 07:47:03,---,---,0,0,0.182763,0.2337,-0.825617,---,---,---
08/03/2016 07:47:07,20.44,63.59,---,---,---,---,---,---,---,---
08/03/2016 07:47:08,---,---,0,0,0.182814,0.233671,-0.825634,---,---,---
08/03/2016 07:47:12,20.44,---,---,---,---,---,---,---,---,---
08/03/2016 07:47:13,---,63.7,---,---,---,---,---,---,---,---
08/03/2016 07:47:14,---,---,0,0,0.182905,0.233652,-0.825656,---,---,---
08/03/2016 07:47:17,20.45,63.79,---,---,---,---,---,---,---,---
08/03/2016 07:47:18,---,---,0,0,0.183046,0.233637,-0.825669,---,---,---
08/03/2016 07:47:22,20.45,63.83,---,---,---,---,---,---,---,---
08/03/2016 07:47:23,---,---,0,0,0.183002,0.233658,-0.825689,---,---,---
08/03/2016 07:47:27,20.46,63.86,---,---,---,---,---,---,---,---
08/03/2016 07:47:28,---,---,0,0,0.182876,0.233645,-0.825714,---,---,---
08/03/2016 07:47:32,20.46,63.88,---,---,---,---,---,---,---,---
08/03/2016 07:47:33,---,---,0,0,0.182628,0.233665,-0.825727,---,---,---
08/03/2016 07:47:37,20.47,63.91,---,---,---,---,---,---,---,---
08/03/2016 07:47:38,---,---,0,0,0.182367,0.233657,-0.825741,---,---,---
08/03/2016 07:47:42,20.47,---,---,---,---,---,---,---,---,---
08/03/2016 07:47:43,---,63.97,0,0,0.182256,0.233653,-0.825761,---,---,---
08/03/2016 07:47:47,20.48,64.13,---,---,---,---,---,---,---,---
08/03/2016 07:47:48,---,---,0,0,0.182348,0.233649,-0.82578,---,---,---
08/03/2016 07:47:52,20.49,64.33,---,---,---,---,---,---,---,---
08/03/2016 07:47:53,---,---,0,0,0.182674,0.233663,-0.825791,---,---,---
08/03/2016 07:47:57,20.49,64.56,---,---,---,---,---,---,---,---
08/03/2016 07:47:58,---,---,0,0,0.18305,0.233648,-0.825816,---,---,---
08/03/2016 07:48:02,20.5,64.83,---,---,---,---,---,---,---,---
08/03/2016 07:48:03,---,---,0,0,0.183585,0.233668,-0.825831,---,---,---
08/03/2016 07:48:07,20.5,65.12,---,---,---,---,---,---,---,---
08/03/2016 07:48:08,---,---,0,0,0.184209,0.233668,-0.825846,---,---,---
08/03/2016 07:48:12,20.51,65.41,---,---,---,---,---,---,---,---
08/03/2016 07:48:13,---,---,0,0,0.184872,0.233652,-0.825853,---,---,---
08/03/2016 07:48:17,20.52,65.7,---,---,---,---,---,---,---,---
08/03/2016 07:48:18,---,---,0,0,0.185387,0.233674,-0.825867,---,---,---
08/03/2016 07:48:22,20.53,66.22,---,---,---,---,---,---,---,---
08/03/2016 07:48:23,---,---,0,0,0.186048,0.233682,-0.825894,---,---,---
08/03/2016 07:48:32,20.53,66.45,---,---,---,---,---,---,---,---
08/03/2016 07:48:33,---,---,0,0,0.186244,0.233706,-0.825911,---,---,---
08/03/2016 07:48:37,20.54,66.67,---,---,---,---,---,---,---,---
08/03/2016 07:48:38,---,---,0,0,0.186346,0.233706,-0.825926,---,---,---
08/03/2016 07:48:42,20.54,66.88,---,---,---,---,---,---,---,---
08/03/2016 07:48:43,---,---,0,0,0.186362,0.233713,-0.825934,---,---,---
08/03/2016 07:48:48,20.55,67.05,0,0,0.186288,0.233712,-0.825953,---,---,---
08/03/2016 07:48:52,20.56,67.17,---,---,---,---,---,---,---,---
08/03/2016 07:48:53,---,---,0,0,0.186031,0.233726,-0.825954,---,---,---
08/03/2016 07:48:58,20.56,67.24,0,---,0.185684,0.233729,---,---,---,---
08/03/2016 07:48:59,---,---,---,0,---,---,-0.825963,---,---,---
08/03/2016 07:49:02,20.57,67.33,---,---,---,---,---,---,---,---
08/03/2016 07:49:03,---,---,0,0,0.185344,0.233728,-0.825982,---,---,---
08/03/2016 07:49:07,20.57,67.45,---,---,---,---,---,---,---,---
08/03/2016 07:49:08,---,---,0,0,0.185083,0.23374,-0.826001,---,---,---
08/03/2016 07:49:12,20.58,67.61,---,---,---,---,---,---,---,---
08/03/2016 07:49:13,---,---,0,0,0.185115,0.233743,-0.826022,---,---,---
08/03/2016 07:49:17,20.58,67.83,---,---,---,---,---,---,---,---
08/03/2016 07:49:18,---,---,0,0,0.185284,0.233722,-0.826039,---,---,---
08/03/2016 07:49:22,20.59,68.08,---,---,---,---,---,---,---,---
08/03/2016 07:49:23,---,---,0,0,0.185614,0.233732,-0.82606,---,---,---
08/03/2016 07:49:27,20.6,68.3,---,---,---,---,---,---,---,---
08/03/2016 07:49:28,---,---,0,0,0.18583,0.233761,-0.826073,---,---,---
08/03/2016 07:49:32,20.6,68.48,---,---,---,---,---,---,---,---
08/03/2016 07:49:33,---,---,0,0,0.185847,0.233767,-0.826088,---,---,---
08/03/2016 07:49:37,20.61,68.62,---,---,---,---,---,---,---,---
08/03/2016 07:49:38,---,---,0,0,0.185716,0.233802,-0.826098,---,---,---
08/03/2016 07:49:42,20.61,68.78,---,---,---,---,---,---,---,---
08/03/2016 07:49:43,---,---,0,0,0.1856,0.233814,-0.826119,---,---,---
08/03/2016 07:49:47,20.62,68.92,---,---,---,---,---,---,---,---
08/03/2016 07:49:48,---,---,0,0,0.185659,0.233824,-0.826126,---,---,---
08/03/2016 07:49:52,20.63,---,---,---,---,---,---,---,---,---
08/03/2016 07:49:53,---,69.05,0,0,0.185644,0.233819,-0.826134,---,---,---
08/03/2016 07:49:57,20.63,69.2,---,---,---,---,---,---,---,---
08/03/2016 07:49:58,---,---,0,0,0.185581,0.233829,-0.826144,---,---,---
08/03/2016 07:50:02,20.64,69.41,---,---,---,---,---,---,---,---
08/03/2016 07:50:03,---,---,0,0,0.185593,0.233833,-0.826156,---,---,---
08/03/2016 07:50:07,20.65,69.63,---,---,---,---,---,---,---,---
08/03/2016 07:50:08,---,---,0,0,0.18571,0.233878,-0.826168,---,---,---
08/03/2016 07:50:12,20.65,69.84,---,---,---,---,---,---,---,---
08/03/2016 07:50:13,---,---,0,0,0.185852,0.233888,-0.826185,---,---,---
08/03/2016 07:50:17,20.66,70.02,---,---,---,---,---,---,---,---
08/03/2016 07:50:18,---,---,0,0,0.185908,0.233893,-0.826197,---,---,---
08/03/2016 07:50:22,20.67,70.17,---,---,---,---,---,---,---,---
08/03/2016 07:50:23,---,---,0,0,0.18588,0.233898,-0.826206,---,---,---
08/03/2016 07:50:27,20.67,70.2,---,---,---,---,---,---,---,---
08/03/2016 07:50:28,---,---,0,0,0.185625,0.23391,-0.826205,---,---,---
08/03/2016 07:50:32,20.68,---,---,---,---,---,---,---,---,---
08/03/2016 07:50:33,---,70.14,0,0,0.185082,0.233897,-0.826212,---,---,---
08/03/2016 07:50:37,20.68,70.05,---,---,---,---,---,---,---,---
08/03/2016 07:50:38,---,---,0,0,0.184563,0.233896,-0.826204,---,---,---
08/03/2016 07:50:42,20.69,69.91,---,---,---,---,---,---,---,---
08/03/2016 07:50:43,---,---,0,0,0.183869,0.233885,-0.826207,---,---,---
08/03/2016 07:50:47,20.69,69.75,---,---,---,---,---,---,---,---
08/03/2016 07:50:48,---,---,0,0,0.183187,0.23389,-0.826209,---,---,---
08/03/2016 07:50:52,20.7,---,---,---,---,---,---,---,---,---
08/03/2016 07:50:53,---,69.62,0,0,0.182648,0.233893,-0.826211,---,---,---
08/03/2016 07:50:58,20.7,69.5,0,0,0.18234,0.233877,-0.826209,---,---,---
08/03/2016 07:51:02,20.7,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:03,---,69.39,0,0,0.182199,0.233905,-0.826202,---,---,---
08/03/2016 07:51:07,20.71,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:08,---,69.29,0,0,0.182112,0.233914,-0.826191,---,---,---
08/03/2016 07:51:12,20.71,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:13,---,69.21,0,0,0.18211,0.233915,-0.826183,---,---,---
08/03/2016 07:51:17,20.72,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:18,---,69.12,0,0,0.182145,0.233896,-0.826177,---,---,---
08/03/2016 07:51:22,20.72,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:23,---,69.04,0,0,0.182251,0.233901,-0.826177,---,---,---
08/03/2016 07:51:27,20.73,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:28,---,69.01,0,0,0.182429,0.233925,-0.826173,---,---,---
08/03/2016 07:51:32,20.73,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:33,---,69.04,0,0,0.182783,0.233928,-0.826175,---,---,---
08/03/2016 07:51:37,20.73,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:38,---,69.11,0,0,0.18325,0.233924,-0.826175,---,---,---
08/03/2016 07:51:42,20.74,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:43,---,69.18,0,0,0.183756,0.233922,-0.826166,---,---,---
08/03/2016 07:51:47,20.74,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:48,---,69.2,0,0,0.184164,0.233913,-0.826148,---,---,---
08/03/2016 07:51:52,20.75,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:53,---,69.19,0,0,0.184322,0.233922,-0.826127,---,---,---
08/03/2016 07:51:57,20.75,---,---,---,---,---,---,---,---,---
08/03/2016 07:51:58,---,69.11,0,0,0.184313,0.233947,-0.826102,---,---,---
08/03/2016 07:52:03,20.76,69,0,0,0.184295,0.233926,-0.826079,---,---,---
08/03/2016 07:52:07,20.76,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:08,---,68.92,0,0,0.184439,0.233917,-0.826061,---,---,---
08/03/2016 07:52:12,20.76,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:13,---,68.88,0,0,0.184774,0.233903,-0.826035,---,---,---
08/03/2016 07:52:17,20.77,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:18,---,68.83,0,0,0.18537,0.233869,-0.826019,---,---,---
08/03/2016 07:52:22,20.77,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:24,---,68.74,0,0,0.185917,0.233844,-0.825989,---,---,---
08/03/2016 07:52:27,20.77,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:28,---,68.62,0,0,0.186222,0.233846,-0.825967,---,---,---
08/03/2016 07:52:32,20.78,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:33,---,68.46,0,0,0.186597,0.233852,-0.825938,---,---,---
08/03/2016 07:52:37,20.78,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:38,---,68.29,0,0,0.187034,0.233841,-0.825915,---,---,---
08/03/2016 07:52:42,20.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:43,---,68.11,0,0,0.18757,0.233825,-0.825885,---,---,---
08/03/2016 07:52:47,20.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:48,---,67.95,0,0,0.188174,0.233779,-0.825861,---,---,---
08/03/2016 07:52:52,20.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:53,---,67.81,0,0,0.188959,0.23377,-0.825834,---,---,---
08/03/2016 07:52:57,20.8,---,---,---,---,---,---,---,---,---
08/03/2016 07:52:58,---,67.71,0,0,0.189834,0.233751,-0.825811,---,---,---
08/03/2016 07:53:02,20.8,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:03,---,67.61,0,0,0.190772,0.233732,-0.825785,---,---,---
08/03/2016 07:53:08,20.81,67.54,0,0,0.191779,0.233721,-0.825767,---,---,---
08/03/2016 07:53:12,20.81,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:13,---,67.52,0,0,0.192924,0.233723,-0.825741,---,---,---
08/03/2016 07:53:17,20.82,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:18,---,67.51,0,0,0.194168,0.23371,-0.825725,---,---,---
08/03/2016 07:53:22,20.82,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:23,---,67.52,0,0,0.195475,0.233713,-0.825699,---,---,---
08/03/2016 07:53:27,20.83,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:28,---,67.52,0,0,0.196834,0.233687,-0.825677,---,---,---
08/03/2016 07:53:32,20.84,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:33,---,67.52,0,0,0.198161,0.233688,-0.825656,---,---,---
08/03/2016 07:53:37,20.84,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:38,---,67.51,0,0,0.199396,0.233665,-0.825619,---,---,---
08/03/2016 07:53:42,20.85,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:43,---,67.5,0,---,0.200608,0.233649,---,---,---,---
08/03/2016 07:53:47,20.86,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:48,---,67.5,0,0,0.201835,0.233626,-0.825604,---,---,---
08/03/2016 07:53:52,20.86,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:53,---,67.51,0,0,0.203125,0.233614,-0.825592,---,---,---
08/03/2016 07:53:57,20.87,---,---,---,---,---,---,---,---,---
08/03/2016 07:53:58,---,67.52,0,0,0.20444,0.23365,-0.82558,---,---,---
08/03/2016 07:54:02,20.88,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:03,---,67.53,0,0,0.205803,0.233622,-0.825564,---,---,---
08/03/2016 07:54:07,20.89,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:08,---,67.56,0,0,0.207258,0.233591,-0.825549,---,---,---
08/03/2016 07:54:12,20.9,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:13,---,67.58,0.78,---,0.208688,0.233599,---,---,---,---
08/03/2016 07:54:14,---,---,---,0,---,---,-0.825533,---,---,---
08/03/2016 07:54:18,20.91,67.6,9.07,0,0.210013,0.233595,-0.825523,---,---,---
08/03/2016 07:54:22,20.91,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:23,---,67.62,17.08,0,0.211295,0.233594,-0.825517,---,---,---
08/03/2016 07:54:27,20.92,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:28,---,67.64,24.58,0,0.2125,0.233598,-0.825513,---,---,---
08/03/2016 07:54:32,20.93,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:33,---,67.66,31.76,0,0.213626,0.233574,-0.825514,---,---,---
08/03/2016 07:54:37,20.94,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:38,---,67.69,38.58,0,0.21469,0.233548,-0.825512,---,---,---
08/03/2016 07:54:42,20.95,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:43,---,67.71,44.47,0,0.215614,0.233529,-0.825516,---,---,---
08/03/2016 07:54:47,20.96,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:48,---,67.73,49.6,0,0.216416,0.233512,-0.825526,---,---,---
08/03/2016 07:54:52,20.97,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:53,---,67.76,54.41,0,0.217175,0.233504,-0.825533,---,---,---
08/03/2016 07:54:57,20.98,---,---,---,---,---,---,---,---,---
08/03/2016 07:54:58,---,67.77,58.57,0,0.217828,0.233495,-0.825538,---,---,---
08/03/2016 07:55:03,20.99,67.78,---,---,---,---,---,---,---,---
08/03/2016 07:55:04,---,---,61.82,0,0.218358,0.23351,-0.825544,---,---,---
08/03/2016 07:55:09,21,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:10,---,---,65.76,0,0.218967,0.233491,-0.825552,---,---,---
08/03/2016 07:55:12,21.01,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:13,---,67.78,69.19,0,0.219504,0.233484,-0.82556,---,---,---
08/03/2016 07:55:17,21.03,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:18,---,67.77,71.92,0,0.219953,0.2335,-0.825569,---,---,---
08/03/2016 07:55:23,21.04,67.77,74.79,0,0.220404,0.233496,-0.825572,---,---,---
08/03/2016 07:55:27,21.05,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:28,---,67.76,76.99,0,0.220768,0.233513,-0.825578,---,---,---
08/03/2016 07:55:32,21.06,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:33,---,67.75,79.01,0,0.221063,0.23349,-0.825585,---,---,---
08/03/2016 07:55:37,21.07,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:38,---,67.72,81.4,0,0.221438,0.233488,-0.825593,---,---,---
08/03/2016 07:55:43,21.08,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:45,---,---,83.05,0,0.221715,0.233506,-0.825603,---,---,---
08/03/2016 07:55:47,21.09,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:48,---,67.7,84.25,0,0.221923,0.233529,-0.825608,---,---,---
08/03/2016 07:55:52,21.1,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:53,---,67.69,84.99,0,0.222054,0.233548,-0.82562,---,---,---
08/03/2016 07:55:57,21.11,---,---,---,---,---,---,---,---,---
08/03/2016 07:55:58,---,67.67,85.07,0,0.222077,0.233564,-0.825624,---,---,---
08/03/2016 07:56:02,21.12,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:03,---,67.64,84.98,0,0.222038,0.233548,-0.825629,---,---,---
08/03/2016 07:56:07,21.13,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:08,---,67.61,84.35,0,0.22194,0.233558,-0.825631,---,---,---
08/03/2016 07:56:12,21.14,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:13,---,67.58,83.41,0,0.221801,0.233578,-0.825635,---,---,---
08/03/2016 07:56:17,21.15,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:18,---,67.55,82.66,0,0.221669,0.233573,-0.825636,---,---,---
08/03/2016 07:56:22,21.16,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:23,---,67.51,81.38,0,0.221472,0.233589,-0.825645,---,---,---
08/03/2016 07:56:28,21.17,67.48,80.37,0,0.221321,0.233608,-0.825658,---,---,---
08/03/2016 07:56:32,21.18,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:33,---,67.44,79.16,0,0.221106,0.233594,-0.825661,---,---,---
08/03/2016 07:56:37,21.19,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:38,---,67.41,77.79,0,0.220857,0.233572,-0.825667,---,---,---
08/03/2016 07:56:42,21.2,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:43,---,67.37,76.26,0,0.220592,0.233559,-0.825678,---,---,---
08/03/2016 07:56:47,21.2,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:48,---,67.32,74.17,0,0.220248,0.233559,-0.825683,---,---,---
08/03/2016 07:56:52,21.21,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:53,---,67.27,72.43,0,0.219938,0.233534,-0.825691,---,---,---
08/03/2016 07:56:57,21.22,---,---,---,---,---,---,---,---,---
08/03/2016 07:56:58,---,67.21,70.53,0,0.219626,0.233535,-0.825695,---,---,---
08/03/2016 07:57:02,21.23,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:03,---,67.15,68.04,0,0.219241,0.233556,-0.825694,---,---,---
08/03/2016 07:57:07,21.24,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:08,---,67.08,65.81,0,0.218869,0.233549,-0.825699,---,---,---
08/03/2016 07:57:12,21.24,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:13,---,67.01,63.63,0,0.218525,0.23356,-0.825705,---,---,---
08/03/2016 07:57:17,21.25,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:18,---,66.95,61.44,0,0.21819,0.233583,-0.825715,---,---,---
08/03/2016 07:57:23,21.26,66.9,59.34,0,0.217872,0.233608,-0.825715,---,---,---
08/03/2016 07:57:27,21.27,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:28,---,66.85,---,---,---,---,---,---,---,---
08/03/2016 07:57:29,---,---,57.77,0,0.217637,0.23363,-0.825713,---,---,---
08/03/2016 07:57:33,21.27,66.8,56.7,0,0.217486,0.233657,-0.825717,---,---,---
08/03/2016 07:57:38,21.28,66.74,---,---,---,---,---,---,---,---
08/03/2016 07:57:39,---,---,55.34,0,0.217267,0.233661,-0.825719,---,---,---
08/03/2016 07:57:42,21.29,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:43,---,66.69,54.53,0,0.217122,0.233652,-0.825718,---,---,---
08/03/2016 07:57:47,21.29,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:48,---,66.64,53.43,0,0.21694,0.233651,-0.825718,---,---,---
08/03/2016 07:57:52,21.3,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:53,---,66.59,51.78,0,0.216675,0.233657,-0.825718,---,---,---
08/03/2016 07:57:57,21.31,---,---,---,---,---,---,---,---,---
08/03/2016 07:57:58,---,66.55,50.18,0,0.21642,0.233664,-0.825721,---,---,---
08/03/2016 07:58:02,21.31,---,---,---,---,---,---,---,---,---
08/03/2016 07:58:03,---,66.51,48.31,0,0.216141,0.233691,-0.825725,---,---,---
08/03/2016 07:58:07,21.32,---,---,---,---,---,---,---,---,---
08/03/2016 07:58:08,---,66.47,---,---,---,---,---,---,---,---
08/03/2016 07:58:09,---,---,46.77,0,0.215901,0.233702,-0.825728,---,---,---
08/03/2016 07:58:12,21.33,---,---,---,---,---,---,---,---,---
08/03/2016 07:58:13,---,66.39,43.12,0,0.21532,0.233718,-0.825734,---,---,---
08/03/2016 07:58:22,21.34,---,---,---,---,---,---,---,---,---
08/03/2016 07:58:23,---,66.35,41.4,0,0.215044,0.233722,-0.825736,---,---,---
08/03/2016 07:58:28,21.34,66.32,---,---,---,---,---,---,---,---
08/03/2016 07:58:29,---,---,39.84,0,0.214771,0.233704,-0.825739,---,---,---
08/03/2016 07:58:33,21.35,66.29,38.62,0,0.214564,0.233697,-0.826044,---,---,---
08/03/2016 07:58:39,21.45,68.51,0,---,0.202881,0.233863,---,---,---,---
08/03/2016 08:00:41,21.45,68.7,0,0,0.20204,0.233875,-0.82607,---,---,---
08/03/2016 08:00:45,21.46,68.87,---,---,---,---,---,---,---,---
08/03/2016 08:00:46,---,---,0,0,0.201201,0.233885,-0.826094,---,---,---
08/03/2016 08:00:50,21.46,69.07,---,---,---,---,---,---,---,---
08/03/2016 08:00:51,---,---,0,0,0.200375,0.233871,-0.826117,---,---,---
08/03/2016 08:00:55,21.47,69.28,---,---,---,---,---,---,---,---
08/03/2016 08:00:56,---,---,0,0,0.199512,0.233859,-0.826138,---,---,---
08/03/2016 08:01:00,21.48,69.51,---,---,---,---,---,---,---,---
08/03/2016 08:01:01,---,---,0,0,0.198653,0.233877,-0.826158,---,---,---
08/03/2016 08:01:05,21.48,69.73,---,---,---,---,---,---,---,---
08/03/2016 08:01:06,---,---,0,0,0.197794,0.233888,-0.826183,---,---,---
08/03/2016 08:01:10,21.49,69.95,---,---,---,---,---,---,---,---
08/03/2016 08:01:11,---,---,0,0,0.196845,0.233906,-0.826204,---,---,---
08/03/2016 08:01:15,21.49,70.19,---,---,---,---,---,---,---,---
08/03/2016 08:01:16,---,---,0,0,0.195944,0.233895,-0.826225,---,---,---
08/03/2016 08:01:20,21.5,70.42,---,---,---,---,---,---,---,---
08/03/2016 08:01:21,---,---,0,0,0.194993,0.2339,-0.826243,---,---,---
08/03/2016 08:01:25,21.5,70.63,---,---,---,---,---,---,---,---
08/03/2016 08:01:26,---,---,0,0,0.194005,0.233905,-0.826268,---,---,---
08/03/2016 08:01:30,21.51,70.86,---,---,---,---,---,---,---,---
08/03/2016 08:01:31,---,---,0,0,0.193013,0.233918,-0.826287,---,---,---
08/03/2016 08:01:35,21.51,71.08,---,---,---,---,---,---,---,---
08/03/2016 08:01:36,---,---,0,0,0.192055,0.233915,-0.826309,---,---,---
08/03/2016 08:01:40,21.52,---,---,---,---,---,---,---,---,---
08/03/2016 08:01:41,---,71.29,---,---,---,---,---,---,---,---
08/03/2016 08:01:42,---,---,0,0,0.191075,0.233908,-0.826328,---,---,---
08/03/2016 08:01:45,21.52,---,---,---,---,---,---,---,---,---
08/03/2016 08:01:46,---,71.49,0,0,0.190125,0.23391,-0.826349,---,---,---
08/03/2016 08:01:50,21.53,---,---,---,---,---,---,---,---,---
08/03/2016 08:01:51,---,71.67,0,0,0.189255,0.23391,-0.826374,---,---,---
08/03/2016 08:01:55,21.53,71.85,---,---,---,---,---,---,---,---
08/03/2016 08:01:56,---,---,0,0,0.188309,0.233914,-0.826389,---,---,---
08/03/2016 08:02:00,21.54,72.02,---,---,---,---,---,---,---,---
08/03/2016 08:02:01,---,---,0,0,0.18743,0.233916,-0.826407,---,---,---
08/03/2016 08:02:05,21.54,72.2,---,---,---,---,---,---,---,---
08/03/2016 08:02:06,---,---,0,0,0.186582,0.233948,-0.826427,---,---,---
08/03/2016 08:02:10,21.55,72.32,---,---,---,---,---,---,---,---
08/03/2016 08:02:11,---,---,0,0,0.185789,0.233954,-0.826448,---,---,---
08/03/2016 08:02:15,21.55,72.4,---,---,---,---,---,---,---,---
08/03/2016 08:02:16,---,---,0,0,0.184965,0.233972,-0.826455,---,---,---
08/03/2016 08:02:20,21.55,72.44,---,---,---,---,---,---,---,---
08/03/2016 08:02:21,---,---,0,0,0.184366,0.233996,-0.826474,---,---,---
08/03/2016 08:02:25,21.56,72.5,---,---,---,---,---,---,---,---
08/03/2016 08:02:26,---,---,0,0,0.184013,0.234013,-0.82649,---,---,---
08/03/2016 08:02:30,21.56,72.52,---,---,---,---,---,---,---,---
