timestamp,temperature[degC],humidity[%],no2[ppb],o3[ppb],no2_we[V],no2_aux[V],o3[V],latitude[deg],longitude[deg],altitude[m]
08/03/2016 07:25:45,19.78,61.58,0,0,0.142962,0.233476,-0.826409,---,---,---
08/03/2016 07:25:49,19.78,---,---,---,---,---,---,---,---,---
08/03/2016 07:25:50,---,61.6,0,0,0.143243,0.233476,-0.826408,---,---,---
08/03/2016 07:25:54,19.78,---,---,---,---,---,---,---,---,---
08/03/2016 07:25:55,---,61.62,0,0,0.143631,0.233467,-0.826403,---,---,---
08/03/2016 07:25:59,19.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:00,---,61.65,0,0,0.143934,0.233499,-0.826416,---,---,---
08/03/2016 07:26:04,19.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:05,---,61.68,0,0,0.144255,0.233515,-0.826415,---,---,---
08/03/2016 07:26:09,19.79,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:10,---,61.72,0,0,0.144584,0.233514,-0.826412,---,---,---
08/03/2016 07:26:14,19.8,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:15,---,61.75,0,0,0.144868,0.233498,-0.826415,---,---,---
08/03/2016 07:26:19,19.8,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:20,---,61.79,0,0,0.145165,0.233478,-0.826412,---,---,---
08/03/2016 07:26:24,19.8,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:25,---,61.82,0,0,0.145465,0.233504,-0.826417,---,---,---
08/03/2016 07:26:29,19.81,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:30,---,61.86,0,0,0.145778,0.233535,-0.82642,---,---,---
08/03/2016 07:26:34,19.81,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:35,---,61.89,0,0,0.146057,0.233531,-0.826418,---,---,---
08/03/2016 07:26:39,19.81,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:40,---,61.92,0,0,0.146356,0.233518,-0.826414,---,---,---
08/03/2016 07:26:44,19.82,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:45,---,61.94,0,0,0.146555,0.23353,-0.82641,---,---,---
08/03/2016 07:26:50,19.82,61.96,0,0,0.146706,0.233519,-0.826412,---,---,---
08/03/2016 07:26:54,19.82,---,---,---,---,---,---,---,---,---
08/03/2016 07:26:55,---,61.98,0,0,0.146884,0.233515,-0.826405,---,---,---
08/03/2016 07:26:59,19.83,---,---,---,---,---,---,---,---,---
08/03/2016 07:27:00,---,61.99,0,0,0.1471,0.233501,-0.826401,---,---,---
08/03/2016 07:27:05,19.83,62,0,0,0.147307,0.233506,-0.826408,---,---,---
08/03/2016 07:27:10,19.83,62.02,0,0,0.147493,0.23355,-0.826407,---,---,---
08/03/2016 07:27:15,19.84,---,---,---,---,---,---,---,---,---
08/03/2016 07:27:16,---,62.03,0,0,0.147716,0.233545,-0.826412,---,---,---
08/03/2016 07:27:20,19.84,62.04,0,0,0.147918,0.233552,-0.826411,---,---,---
08/03/2016 07:27:25,19.84,62.04,0,0,0.148061,0.233522,-0.826409,---,---,---
08/03/2016 07:27:30,19.85,62.04,0,0,0.148261,0.233514,-0.826409,---,---,---
08/03/2016 07:27:35,19.85,62.03,0,0,0.148411,0.233499,-0.826408,---,---,---
08/03/2016 07:27:40,19.85,62.02,0,0,0.148516,0.233488,-0.826414,---,---,---
08/03/2016 07:27:45,19.86,62.02,0,0,0.148678,0.233487,-0.826419,---,---,---
08/03/2016 07:27:50,19.86,62.01,0,0,0.148845,0.23351,-0.826423,---,---,---
08/03/2016 07:27:55,19.86,---,---,---,---,---,---,---,---,---
08/03/2016 07:27:56,---,62,0,0,0.149043,0.233496,-0.826423,---,---,---
08/03/2016 07:28:00,19.87,61.99,0,0,0.149283,0.233503,-0.826427,---,---,---
08/03/2016 07:28:05,19.87,61.99,0,0,0.149527,0.233525,-0.826425,---,---,---
08/03/2016 07:28:10,19.87,62,0,0,0.149745,0.233527,-0.826414,---,---,---
08/03/2016 07:28:15,19.88,62,0,0,0.149902,0.233549,-0.826419,---,---,---
08/03/2016 07:28:20,19.88,61.99,0,0,0.150044,0.23354,-0.826423,---,---,---
08/03/2016 07:28:25,19.88,61.99,0,0,0.150137,0.233539,-0.826421,---,---,---
08/03/2016 07:28:30,19.89,61.97,0,0,0.150285,0.233531,-0.826424,---,---,---
08/03/2016 07:28:35,19.89,61.95,0,0,0.150355,0.233546,-0.826428,---,---,---
08/03/2016 07:28:40,19.89,61.93,0,0,0.150414,0.233539,-0.826428,---,---,---
08/03/2016 07:28:45,19.9,61.9,0,0,0.150595,0.23355,-0.826424,---,---,---
08/03/2016 07:28:50,19.9,61.87,0,0,0.150738,0.23355,-0.826407,---,---,---
08/03/2016 07:28:55,19.9,61.84,0,0,0.150894,0.23355,-0.826411,---,---,---
08/03/2016 07:29:00,19.91,61.81,0,0,0.151,0.233569,-0.826418,---,---,---
08/03/2016 07:29:05,19.91,61.77,0,0,0.1511,0.233532,-0.826418,---,---,---
08/03/2016 07:29:10,19.91,61.74,0,0,0.151227,0.233521,-0.826424,---,---,---
08/03/2016 07:29:15,19.92,61.72,0,0,0.151376,0.233547,-0.826428,---,---,---
08/03/2016 07:29:20,19.92,61.7,0,0,0.151536,0.233562,-0.826432,---,---,---
08/03/2016 07:29:25,19.92,61.68,0,0,0.151739,0.233552,-0.826438,---,---,---
08/03/2016 07:29:30,19.92,61.67,0,0,0.151978,0.233574,-0.826442,---,---,---
08/03/2016 07:29:35,19.93,61.67,0,0,0.15222,0.233571,-0.826445,---,---,---
08/03/2016 07:29:40,19.93,61.67,0,0,0.152443,0.233562,-0.826451,---,---,---
08/03/2016 07:29:45,19.93,61.66,0,0,0.152647,0.23358,-0.82645,---,---,---
08/03/2016 07:29:50,19.93,61.65,0,0,0.15283,0.233547,-0.82645,---,---,---
08/03/2016 07:29:55,19.94,61.64,0,0,0.152966,0.233543,-0.826447,---,---,---
08/03/2016 07:30:00,19.94,61.63,0,0,0.153117,0.233553,-0.826446,---,---,---
08/03/2016 07:30:05,19.94,61.62,0,0,0.153314,0.233611,-0.826451,---,---,---
08/03/2016 07:30:10,19.94,61.62,0,0,0.153488,0.233636,-0.826449,---,---,---
08/03/2016 07:30:15,19.94,61.61,0,0,0.153706,0.233644,-0.826449,---,---,---
08/03/2016 07:30:20,19.95,61.6,0,0,0.153875,0.233661,-0.826445,---,---,---
08/03/2016 07:30:25,19.95,61.59,---,---,---,---,---,---,---,---
08/03/2016 07:30:26,---,---,0,0,0.154058,0.233666,-0.826443,---,---,---
08/03/2016 07:30:30,19.95,61.58,0,0,0.154261,0.233669,-0.826446,---,---,---
08/03/2016 07:30:35,19.95,61.57,0,0,0.154382,0.233675,-0.826444,---,---,---
08/03/2016 07:30:40,19.95,61.56,0,0,0.154576,0.233682,-0.826444,---,---,---
08/03/2016 07:30:45,19.95,61.57,0,0,0.154699,0.233689,-0.826444,---,---,---
08/03/2016 07:30:50,19.95,61.57,0,0,0.154856,0.233703,-0.82645,---,---,---
08/03/2016 07:30:55,19.96,61.57,0,0,0.15507,0.233673,-0.826452,---,---,---
08/03/2016 07:31:00,19.96,61.56,0,0,0.155263,0.233651,-0.826455,---,---,---
08/03/2016 07:31:05,19.96,61.55,0,---,0.155484,0.233662,---,---,---,---
08/03/2016 07:31:06,---,---,---,0,---,---,-0.826458,---,---,---
08/03/2016 07:31:10,19.96,61.54,0,0,0.155577,0.233676,-0.826459,---,---,---
08/03/2016 07:31:15,19.96,61.53,0,0,0.155773,0.233649,-0.826463,---,---,---
08/03/2016 07:31:20,19.96,61.52,0,0,0.155941,0.23366,-0.826461,---,---,---
08/03/2016 07:31:25,19.96,61.51,0,0,0.156092,0.233656,-0.826469,---,---,---
08/03/2016 07:31:30,19.96,61.5,0,0,0.156184,0.233672,-0.826487,---,---,---
08/03/2016 07:31:35,19.96,61.49,0,0,0.156303,0.233671,-0.826488,---,---,---
08/03/2016 07:31:40,19.96,61.47,0,0,0.156416,0.233674,-0.826483,---,---,---
08/03/2016 07:31:46,19.96,---,---,---,---,---,---,---,---,---
08/03/2016 07:31:47,---,---,0,0,0.156626,0.233667,-0.826481,---,---,---
08/03/2016 07:31:50,19.96,61.47,0,0,0.156808,0.233664,-0.826476,---,---,---
08/03/2016 07:31:55,19.96,61.46,0,0,0.156921,0.233675,-0.826481,---,---,---
08/03/2016 07:32:00,19.96,61.46,0,0,0.157036,0.23369,-0.826484,---,---,---
08/03/2016 07:32:05,19.96,61.46,0,0,0.157211,0.233723,-0.826483,---,---,---
08/03/2016 07:32:10,19.96,61.46,0,---,0.157368,0.233713,---,---,---,---
08/03/2016 07:32:11,---,---,---,0,---,---,-0.826483,---,---,---
08/03/2016 07:32:15,19.96,61.46,0,0,0.157504,0.233736,-0.826486,---,---,---
08/03/2016 07:32:20,19.96,61.46,0,0,0.157616,0.23374,-0.826487,---,---,---
08/03/2016 07:32:25,19.96,61.46,0,0,0.157778,0.233757,-0.826492,---,---,---
08/03/2016 07:32:30,19.96,61.47,0,0,0.157948,0.233779,-0.8265,---,---,---
08/03/2016 07:32:35,19.96,61.49,0,0,0.158175,0.233805,-0.826499,---,---,---
08/03/2016 07:32:40,19.96,61.51,0,0,0.158395,0.233818,-0.826504,---,---,---
08/03/2016 07:32:45,19.96,61.53,0,0,0.158608,0.233781,-0.826501,---,---,---
08/03/2016 07:32:50,19.96,61.56,0,0,0.158781,0.233777,-0.826506,---,---,---
08/03/2016 07:32:55,19.96,61.59,0,0,0.158959,0.233788,-0.826506,---,---,---
08/03/2016 07:33:00,19.96,61.62,0,0,0.159191,0.233768,-0.82651,---,---,---
08/03/2016 07:33:05,19.96,61.66,0,0,0.159392,0.23377,-0.826517,---,---,---
08/03/2016 07:33:10,19.96,61.7,0,0,0.159594,0.23376,-0.826521,---,---,---
08/03/2016 07:33:15,19.96,61.73,0,0,0.159803,0.23377,-0.826523,---,---,---
08/03/2016 07:33:20,19.96,61.75,0,0,0.159927,0.233742,-0.826522,---,---,---
08/03/2016 07:33:25,19.96,61.76,0,0,0.160059,0.233734,-0.826519,---,---,---
08/03/2016 07:33:30,19.96,61.76,0,0,0.160115,0.233707,-0.826516,---,---,---
08/03/2016 07:33:35,19.96,---,---,---,---,---,---,---,---,---
08/03/2016 07:33:36,---,61.76,0,0,0.16016,0.233722,-0.826512,---,---,---
08/03/2016 07:33:40,19.97,61.76,0,0,0.160211,0.233734,-0.826513,---,---,---
08/03/2016 07:33:45,19.97,61.76,0,0,0.160248,0.233733,-0.826512,---,---,---
08/03/2016 07:33:50,19.97,61.75,0,0,0.160359,0.233741,-0.826511,---,---,---
08/03/2016 07:33:55,19.97,61.74,0,0,0.160437,0.233773,-0.826512,---,---,---
08/03/2016 07:34:00,19.97,61.73,0,0,0.160528,0.233775,-0.826514,---,---,---
08/03/2016 07:34:05,19.97,61.72,0,0,0.16054,0.233785,-0.826515,---,---,---
08/03/2016 07:34:10,19.97,61.71,0,0,0.160674,0.233794,-0.826519,---,---,---
08/03/2016 07:34:15,19.98,61.7,0,0,0.160809,0.233786,-0.826516,---,---,---
08/03/2016 07:34:20,19.98,61.71,0,---,0.160923,0.233767,---,---,---,---
08/03/2016 07:34:21,---,---,---,0,---,---,-0.82652,---,---,---
08/03/2016 07:34:25,19.98,61.71,0,0,0.161016,0.233794,-0.826522,---,---,---
08/03/2016 07:34:30,19.98,61.7,0,0,0.16114,0.233786,-0.82652,---,---,---
08/03/2016 07:34:35,19.98,61.7,0,0,0.161338,0.233777,-0.82652,---,---,---
08/03/2016 07:34:40,19.98,61.71,0,0,0.16156,0.233752,-0.82652,---,---,---
08/03/2016 07:34:45,19.99,61.71,0,0,0.161664,0.233741,-0.826517,---,---,---
08/03/2016 07:34:50,19.99,61.71,0,0,0.161777,0.233745,-0.826521,---,---,---
08/03/2016 07:34:55,19.99,61.7,0,0,0.16187,0.233752,-0.826523,---,---,---
08/03/2016 07:35:00,19.99,61.69,0,0,0.161994,0.233768,-0.826523,---,---,---
08/03/2016 07:35:05,20,61.69,0,0,0.162065,0.233741,-0.82652,---,---,---
08/03/2016 07:35:10,20,61.68,0,0,0.162143,0.233754,-0.82652,---,---,---
08/03/2016 07:35:15,20,61.68,0,0,0.162214,0.233756,-0.826521,---,---,---
08/03/2016 07:35:20,20,61.67,0,0,0.162284,0.233739,-0.826519,---,---,---
08/03/2016 07:35:25,20.01,61.66,0,---,0.162283,0.233764,---,---,---,---
08/03/2016 07:35:26,---,---,---,0,---,---,-0.826519,---,---,---
08/03/2016 07:35:30,20.01,61.65,0,0,0.162415,0.23376,-0.826521,---,---,---
08/03/2016 07:35:35,20.01,61.63,0,0,0.162503,0.233747,-0.826526,---,---,---
08/03/2016 07:35:40,20.02,61.62,0,0,0.162523,0.233778,-0.826531,---,---,---
08/03/2016 07:35:45,20.02,61.6,0,0,0.162608,0.233774,-0.826524,---,---,---
08/03/2016 07:35:50,20.02,61.58,0,0,0.162651,0.233763,-0.826523,---,---,---
08/03/2016 07:35:55,20.03,61.56,0,0,0.162761,0.233765,-0.826524,---,---,---
08/03/2016 07:36:00,20.03,61.55,0,0,0.162846,0.23379,-0.826529,---,---,---
08/03/2016 07:36:05,20.03,61.54,0,0,0.163083,0.233774,-0.826537,---,---,---
08/03/2016 07:36:10,20.03,---,---,---,---,---,---,---,---,---
08/03/2016 07:36:11,---,61.53,---,---,---,---,---,---,---,---
08/03/2016 07:36:12,---,---,---,0,---,---,-0.82654,---,---,---
08/03/2016 07:36:15,20.04,61.52,0,0,0.163194,0.233771,-0.826545,---,---,---
08/03/2016 07:36:20,20.04,61.52,0,0,0.163383,0.233774,-0.826548,---,---,---
08/03/2016 07:36:25,20.04,61.53,0,0,0.16358,0.23377,-0.826548,---,---,---
08/03/2016 07:36:30,20.05,61.54,0,---,0.163903,0.233759,---,---,---,---
08/03/2016 07:36:32,---,---,---,0,---,---,-0.826543,---,---,---
08/03/2016 07:36:40,20.05,61.55,0,0,0.164049,0.233776,-0.826538,---,---,---
08/03/2016 07:36:45,20.06,61.56,0,0,0.164246,0.233762,-0.826537,---,---,---
08/03/2016 07:36:50,20.06,61.57,0,0,0.164362,0.233733,-0.826537,---,---,---
08/03/2016 07:36:55,20.06,61.58,0,0,0.164454,0.233755,-0.826544,---,---,---
08/03/2016 07:37:00,20.06,61.59,0,0,0.164571,0.233766,-0.826544,---,---,---
08/03/2016 07:37:05,20.07,61.59,0,0,0.164651,0.23375,-0.826546,---,---,---
08/03/2016 07:37:10,20.07,61.59,0,0,0.164745,0.233772,-0.82655,---,---,---
08/03/2016 07:37:15,20.07,61.59,0,0,0.164847,0.233751,-0.826548,---,---,---
08/03/2016 07:37:20,20.07,61.58,0,0,0.164896,0.233756,-0.826546,---,---,---
08/03/2016 07:37:25,20.08,61.57,0,0,0.164949,0.233758,-0.82655,---,---,---
08/03/2016 07:37:30,20.08,61.56,0,0,0.165018,0.233756,-0.826549,---,---,---
08/03/2016 07:37:35,20.08,61.56,0,0,0.165069,0.233735,-0.826551,---,---,---
08/03/2016 07:37:40,20.08,61.55,0,0,0.165105,0.233743,-0.826553,---,---,---
08/03/2016 07:37:45,20.09,61.55,0,---,0.165211,0.233758,---,---,---,---
08/03/2016 07:37:46,---,---,---,0,---,---,-0.826553,---,---,---
08/03/2016 07:37:50,20.09,61.54,0,0,0.165284,0.233729,-0.82655,---,---,---
08/03/2016 07:37:55,20.09,61.54,0,0,0.165404,0.233735,-0.826555,---,---,---
08/03/2016 07:38:00,20.09,61.53,0,0,0.165508,0.233714,-0.826555,---,---,---
08/03/2016 07:38:06,20.1,---,---,---,---,---,---,---,---,---
08/03/2016 07:38:07,---,61.52,0,0,0.165736,0.233718,-0.826562,---,---,---
08/03/2016 07:38:12,---,61.51,0,0,0.165803,0.233738,-0.826559,---,---,---
08/03/2016 07:38:15,20.1,61.5,0,0,0.165886,0.233747,-0.826559,---,---,---
08/03/2016 07:38:20,20.1,61.49,0,0,0.165974,0.233734,-0.826564,---,---,---
08/03/2016 07:38:26,20.1,61.47,0,0,0.165995,0.233745,-0.826567,---,---,---
08/03/2016 07:38:30,20.11,61.47,0,0,0.166118,0.233746,-0.82657,---,---,---
08/03/2016 07:38:35,20.11,61.46,0,0,0.166198,0.233744,-0.826575,---,---,---
08/03/2016 07:38:40,20.11,61.45,0,0,0.16628,0.233732,-0.826574,---,---,---
08/03/2016 07:38:45,20.11,61.44,0,0,0.166344,0.233756,-0.826578,---,---,---
08/03/2016 07:38:51,20.12,61.43,0,0,0.166495,0.23378,-0.826578,---,---,---
08/03/2016 07:38:55,20.12,---,---,---,---,---,---,---,---,---
08/03/2016 07:38:56,---,61.41,0,0,0.166591,0.233797,-0.826582,---,---,---
08/03/2016 07:39:00,20.12,---,---,---,---,---,---,---,---,---
08/03/2016 07:39:02,---,---,0,0,0.166648,0.233808,-0.826582,---,---,---
08/03/2016 07:39:05,20.12,61.41,0,0,0.16668,0.233817,-0.826592,---,---,---
08/03/2016 07:39:10,20.12,61.4,0,0,0.166763,0.233792,-0.826599,---,---,---
08/03/2016 07:39:15,20.13,61.4,0,0,0.167009,0.233776,-0.826599,---,---,---
08/03/2016 07:39:25,20.13,61.4,0,0,0.167092,0.233787,-0.8266,---,---,---
08/03/2016 07:39:31,20.13,61.4,0,0,0.16717,0.233798,-0.826599,---,---,---
08/03/2016 07:39:36,20.14,61.4,0,0,0.167224,0.233819,-0.826594,---,---,---
08/03/2016 07:39:40,20.14,---,---,---,---,---,---,---,---,---
08/03/2016 07:39:41,---,61.4,0,0,0.167322,0.233823,-0.826601,---,---,---
08/03/2016 07:39:45,20.14,---,---,---,---,---,---,---,---,---
08/03/2016 07:39:46,---,61.4,0,0,0.167453,0.233823,-0.826603,---,---,---
08/03/2016 07:39:50,20.14,61.39,0,0,0.167574,0.233815,-0.826605,---,---,---
08/03/2016 07:39:56,20.15,61.38,0,0,0.167582,0.233832,-0.826611,---,---,---
08/03/2016 07:40:00,20.15,61.37,0,0,0.167724,0.233836,-0.826616,---,---,---
08/03/2016 07:40:10,20.15,---,---,---,---,---,---,---,---,---
08/03/2016 07:40:11,---,61.36,0,0,0.167798,0.233835,-0.826618,---,---,---
08/03/2016 07:40:16,20.16,61.36,0,0,0.167951,0.233848,-0.826616,---,---,---
08/03/2016 07:40:20,20.16,61.35,0,0,0.168061,0.233828,-0.82662,---,---,---
08/03/2016 07:40:26,20.16,---,---,---,---,---,---,---,---,---
08/03/2016 07:40:27,---,61.34,0,---,0.168152,0.233815,---,---,---,---
08/03/2016 07:40:28,---,---,---,0,---,---,-0.826622,---,---,---
08/03/2016 07:40:30,20.16,61.34,0,0,0.16825,0.233835,-0.826623,---,---,---
08/03/2016 07:40:35,20.17,61.33,0,0,0.168286,0.233824,-0.826624,---,---,---
08/03/2016 07:40:40,20.17,61.33,0,0,0.168373,0.23385,-0.826631,---,---,---
08/03/2016 07:40:45,20.17,61.32,0,0,0.1684,0.233849,-0.826631,---,---,---
08/03/2016 07:40:50,20.17,61.31,0,0,0.168475,0.23384,-0.826634,---,---,---
08/03/2016 07:40:55,20.18,61.31,0,0,0.168537,0.233815,-0.826635,---,---,---
08/03/2016 07:41:00,20.18,61.3,0,0,0.168647,0.233819,-0.826631,---,---,---
08/03/2016 07:41:05,20.18,61.29,---,---,---,---,---,---,---,---
08/03/2016 07:41:06,---,---,0,0,0.168766,0.233809,-0.826624,---,---,---
08/03/2016 07:41:10,20.18,---,---,---,---,---,---,---,---,---
08/03/2016 07:41:12,---,61.29,0,0,0.168839,0.233841,-0.826624,---,---,---
08/03/2016 07:41:15,20.19,61.29,0,0,0.168958,0.233825,-0.826621,---,---,---
08/03/2016 07:41:20,20.19,61.28,0,0,0.169059,0.233847,-0.826623,---,---,---
08/03/2016 07:41:25,20.19,61.28,0,---,0.169209,0.233843,---,---,---,---
08/03/2016 07:41:26,---,---,---,0,---,---,-0.826623,---,---,---
08/03/2016 07:41:31,20.19,61.28,0,0,0.169246,0.233844,-0.826625,---,---,---
08/03/2016 07:41:35,20.19,61.27,---,---,---,---,---,---,---,---
08/03/2016 07:41:36,---,---,0,0,0.169362,0.233838,-0.826623,---,---,---
08/03/2016 07:41:40,20.2,61.27,---,---,---,---,---,---,---,---
08/03/2016 07:41:41,---,---,0,0,0.169559,0.23382,-0.826616,---,---,---
08/03/2016 07:41:45,20.2,61.27,0,---,0.16968,0.233801,---,---,---,---
08/03/2016 07:41:46,---,---,---,0,---,---,-0.826616,---,---,---
08/03/2016 07:41:50,20.2,61.26,---,---,---,---,---,---,---,---
08/03/2016 07:41:51,---,---,0,0,0.169715,0.23383,-0.826614,---,---,---
08/03/2016 07:41:55,20.2,61.25,0,---,0.169768,0.233845,---,---,---,---
08/03/2016 07:41:56,---,---,---,0,---,---,-0.826622,---,---,---
08/03/2016 07:42:01,20.21,61.25,0,0,0.169801,0.233837,-0.826626,---,---,---
08/03/2016 07:42:05,20.21,---,---,---,---,---,---,---,---,---
08/03/2016 07:42:06,---,61.24,0,0,0.169849,0.233831,-0.826627,---,---,---
08/03/2016 07:42:10,20.21,61.22,---,---,---,---,---,---,---,---
08/03/2016 07:42:11,---,---,0,0,0.169893,0.233855,-0.826631,---,---,---
08/03/2016 07:42:15,20.21,61.19,---,---,---,---,---,---,---,---
08/03/2016 07:42:16,---,---,0,0,0.169981,0.233825,-0.826632,---,---,---
08/03/2016 07:42:20,20.21,61.17,---,---,---,---,---,---,---,---
08/03/2016 07:42:21,---,---,0,0,0.17001,0.233832,-0.826627,---,---,---
08/03/2016 07:42:25,20.22,61.14,---,---,---,---,---,---,---,---
08/03/2016 07:42:26,---,---,0,0,0.170026,0.233843,-0.826627,---,---,---
08/03/2016 07:42:30,20.22,---,---,---,---,---,---,---,---,---
08/03/2016 07:42:31,---,61.12,0,0,0.170001,0.233848,-0.826625,---,---,---
08/03/2016 07:42:35,20.22,61.09,---,---,---,---,---,---,---,---
08/03/2016 07:42:36,---,---,0,0,0.170059,0.233837,-0.826625,---,---,---
08/03/2016 07:42:40,20.22,61.06,---,---,---,---,---,---,---,---
08/03/2016 07:42:41,---,---,0,0,0.170061,0.233832,-0.826628,---,---,---
08/03/2016 07:42:45,20.22,61.06,---,---,---,---,---,---,---,---
08/03/2016 07:42:46,---,---,0,0,0.170146,0.23382,-0.826628,---,---,---
08/03/2016 07:42:51,20.22,61.08,---,---,---,---,---,---,---,---
08/03/2016 07:42:52,---,---,0,0,0.170359,0.233826,-0.826611,---,---,---
08/03/2016 07:42:55,20.23,61.12,---,---,---,---,---,---,---,---
08/03/2016 07:42:56,---,---,0,0,0.170613,0.233797,-0.826603,---,---,---
08/03/2016 07:43:00,20.23,61.16,---,---,---,---,---,---,---,---
08/03/2016 07:43:01,---,---,0,0,0.170898,0.23379,-0.826582,---,---,---
08/03/2016 07:43:05,20.23,61.22,---,---,---,---,---,---,---,---
08/03/2016 07:43:06,---,---,0,0,0.171194,0.233818,-0.826559,---,---,---
08/03/2016 07:43:10,20.23,---,---,---,---,---,---,---,---,---
08/03/2016 07:43:11,---,61.27,0,0,0.171564,0.2338,-0.826536,---,---,---
08/03/2016 07:43:15,20.23,61.33,---,---,---,---,---,---,---,---
08/03/2016 07:43:16,---,---,0,0,0.171947,0.233781,-0.826506,---,---,---
08/03/2016 07:43:21,20.24,61.38,0,0,0.172284,0.233787,-0.826473,---,---,---
08/03/2016 07:43:25,20.24,61.44,---,---,---,---,---,---,---,---
08/03/2016 07:43:26,---,---,0,0,0.172634,0.233764,-0.826453,---,---,---
08/03/2016 07:43:30,20.24,61.49,---,---,---,---,---,---,---,---
08/03/2016 07:43:31,---,---,0,0,0.172895,0.233752,-0.826429,---,---,---
08/03/2016 07:43:35,20.24,61.55,---,---,---,---,---,---,---,---
08/03/2016 07:43:36,---,---,0,0,0.173187,0.233779,-0.826403,---,---,---
08/03/2016 07:43:40,20.25,61.61,---,---,---,---,---,---,---,---
08/03/2016 07:43:41,---,---,0,0,0.173393,0.233763,-0.82638,---,---,---
08/03/2016 07:43:45,20.25,---,---,---,---,---,---,---,---,---
08/03/2016 07:43:46,---,61.74,0,0,0.17361,0.233773,-0.826364,---,---,---
08/03/2016 07:43:50,20.25,---,---,---,---,---,---,---,---,---
08/03/2016 07:43:53,---,---,0,0,0.173758,0.233749,-0.826341,---,---,---
08/03/2016 07:43:55,20.25,61.8,---,---,---,---,---,---,---,---
08/03/2016 07:43:56,---,---,0,0,0.173894,0.23376,-0.826316,---,---,---
08/03/2016 07:44:01,20.25,61.87,---,---,---,---,---,---,---,---
08/03/2016 07:44:02,---,---,0,0,0.174084,0.233748,-0.826287,---,---,---
08/03/2016 07:44:05,20.26,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:06,---,61.94,0,0,0.174284,0.233745,-0.826256,---,---,---
08/03/2016 07:44:10,20.26,62.02,---,---,---,---,---,---,---,---
08/03/2016 07:44:11,---,---,0,0,0.174549,0.233735,-0.826209,---,---,---
08/03/2016 07:44:15,20.26,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:16,---,62.1,0,0,0.174843,0.23373,-0.826172,---,---,---
08/03/2016 07:44:20,20.27,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:21,---,62.2,0,0,0.175128,0.233744,-0.826135,---,---,---
08/03/2016 07:44:26,20.27,62.3,---,---,---,---,---,---,---,---
08/03/2016 07:44:27,---,---,0,0,0.175551,0.233774,-0.826095,---,---,---
08/03/2016 07:44:30,20.27,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:31,---,62.42,---,---,---,---,---,---,---,---
08/03/2016 07:44:33,---,---,0,0,0.1761,0.233785,-0.826056,---,---,---
08/03/2016 07:44:35,20.28,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:37,---,62.67,0,0,0.176689,0.233776,-0.826019,---,---,---
08/03/2016 07:44:42,20.28,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:43,---,---,0,0,0.177299,0.23376,-0.825981,---,---,---
08/03/2016 07:44:45,20.28,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:46,---,62.79,0,0,0.177865,0.233752,-0.825939,---,---,---
08/03/2016 07:44:50,20.29,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:51,---,62.91,0,0,0.178435,0.233728,-0.825899,---,---,---
08/03/2016 07:44:55,20.29,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:56,---,63.14,0,0,0.179497,0.233738,-0.825864,---,---,---
08/03/2016 07:45:00,20.3,---,---,---,---,---,---,---,---,---
08/03/2016 07:45:04,---,---,---,0,---,---,-0.825826,---,---,---
08/03/2016 07:45:06,20.31,---,---,---,---,---,---,---,---,---
08/03/2016 07:45:07,---,63.44,0,0,0.180354,0.233723,-0.825763,---,---,---
08/03/2016 07:45:16,20.31,---,---,---,---,---,---,---,---,---
08/03/2016 07:45:18,---,---,0,0,0.181098,0.233714,-0.825727,---,---,---
08/03/2016 07:45:22,20.32,63.54,---,---,---,---,---,---,---,---
08/03/2016 07:45:25,---,---,---,0,---,---,-0.825696,---,---,---
08/03/2016 07:45:27,20.32,---,---,---,---,---,---,---,---,---
08/03/2016 07:45:28,---,63.59,0,---,0.181305,0.233739,---,---,---,---
08/03/2016 07:45:29,---,---,---,0,---,---,-0.82567,---,---,---
08/03/2016 07:45:32,20.33,63.62,---,---,---,---,---,---,---,---
08/03/2016 07:45:33,---,---,0,0,0.181309,0.23374,-0.82566,---,---,---
08/03/2016 07:45:37,20.33,63.62,---,---,---,---,---,---,---,---
08/03/2016 07:45:38,---,---,0,0,0.181253,0.233756,-0.825642,---,---,---
08/03/2016 07:45:42,20.34,63.61,---,---,---,---,---,---,---,---
08/03/2016 07:45:43,---,---,0,0,0.181215,0.233761,-0.825633,---,---,---
