timestamp,temperature[degC],humidity[%],no2[ppb],o3[ppb],no2_we[V],no2_aux[V],o3[V],latitude[deg],longitude[deg],altitude[m]
08/03/2016 07:29:10,20.44,58.95,0,0,0.156329,0.191688,-0.826106,---,---,---
08/03/2016 07:29:15,20.44,58.93,0,0,0.156627,0.191812,-0.826111,---,---,---
08/03/2016 07:29:20,20.45,58.92,0,0,0.156882,0.191891,-0.826103,---,---,---
08/03/2016 07:29:25,20.45,58.91,0,0,0.157189,0.191986,-0.826108,---,---,---
08/03/2016 07:29:30,20.45,58.91,0,0,0.157463,0.192133,-0.82611,---,---,---
08/03/2016 07:29:35,20.45,58.91,0,0,0.157619,0.192226,-0.826116,---,---,---
08/03/2016 07:29:40,20.46,58.92,0,0,0.157895,0.19231,-0.826115,---,---,---
08/03/2016 07:29:45,20.46,58.92,0,0,0.158121,0.192373,-0.826114,---,---,---
08/03/2016 07:29:50,20.46,58.92,0,0,0.158385,0.192453,-0.826111,---,---,---
08/03/2016 07:29:55,20.46,58.91,0,0,0.158576,0.192555,-0.826109,---,---,---
08/03/2016 07:30:00,20.47,58.91,0,0,0.158767,0.192713,-0.826108,---,---,---
08/03/2016 07:30:05,20.47,58.91,0,0,0.158973,0.192808,-0.826115,---,---,---
08/03/2016 07:30:10,20.47,58.91,0,0,0.159238,0.192911,-0.826108,---,---,---
08/03/2016 07:30:15,20.48,58.91,0,0,0.159392,0.192957,-0.826093,---,---,---
08/03/2016 07:30:20,20.48,58.9,0,0,0.159558,0.193008,-0.826086,---,---,---
08/03/2016 07:30:25,20.48,58.89,0,0,0.159769,0.193131,-0.826083,---,---,---
08/03/2016 07:30:30,20.48,58.88,0,0,0.159991,0.19324,-0.826084,---,---,---
08/03/2016 07:30:35,20.49,58.88,0,0,0.160235,0.193323,-0.82608,---,---,---
08/03/2016 07:30:40,20.49,58.87,0,0,0.160364,0.193413,-0.826079,---,---,---
08/03/2016 07:30:45,20.49,58.87,0,0,0.160584,0.19346,-0.826066,---,---,---
08/03/2016 07:30:50,20.49,58.87,0,0,0.160746,0.193517,-0.826073,---,---,---
08/03/2016 07:30:55,20.5,58.86,0,0,0.160991,0.193645,-0.826077,---,---,---
08/03/2016 07:31:00,20.5,58.86,0,0,0.161094,0.1937,-0.826092,---,---,---
08/03/2016 07:31:05,20.5,58.85,0,0,0.161251,0.19379,-0.826098,---,---,---
08/03/2016 07:31:10,20.5,58.85,0,0,0.161388,0.193814,-0.826114,---,---,---
08/03/2016 07:31:15,20.5,58.84,0,0,0.161578,0.193892,-0.826096,---,---,---
08/03/2016 07:31:20,20.51,58.83,0,0,0.162024,0.19398,-0.826112,---,---,---
08/03/2016 07:31:25,20.51,58.83,0,0,0.162157,0.194068,-0.826115,---,---,---
08/03/2016 07:31:30,20.51,58.82,0,0,0.162304,0.194134,-0.826122,---,---,---
08/03/2016 07:31:35,20.51,58.81,0,0,0.162445,0.194188,-0.82611,---,---,---
08/03/2016 07:31:40,20.51,58.8,0,0,0.162646,0.194335,-0.826122,---,---,---
08/03/2016 07:31:45,20.52,58.79,0,0,0.162796,0.194476,-0.826123,---,---,---
08/03/2016 07:31:50,20.52,58.79,0,0,0.162928,0.194551,-0.826127,---,---,---
08/03/2016 07:31:55,20.52,58.78,0,0,0.162804,0.194625,-0.826126,---,---,---
08/03/2016 07:32:00,20.52,58.78,0,0,0.163004,0.19471,-0.826133,---,---,---
08/03/2016 07:32:05,20.52,58.79,0,0,0.163165,0.194755,-0.826138,---,---,---
08/03/2016 07:32:10,20.53,58.79,0,0,0.163364,0.194813,-0.826145,---,---,---
08/03/2016 07:32:15,20.53,58.8,0,0,0.163613,0.194885,-0.826157,---,---,---
08/03/2016 07:32:20,20.53,58.81,0,0,0.163768,0.194935,-0.826162,---,---,---
08/03/2016 07:32:25,20.53,58.82,0,0,0.163971,0.195022,-0.826164,---,---,---
08/03/2016 07:32:30,20.53,58.83,0,0,0.164151,0.1951,-0.826162,---,---,---
08/03/2016 07:32:35,20.54,58.84,0,0,0.164329,0.195164,-0.826171,---,---,---
08/03/2016 07:32:40,20.54,58.86,0,0,0.164603,0.195213,-0.82617,---,---,---
08/03/2016 07:32:45,20.54,58.88,0,0,0.164824,0.19528,-0.826169,---,---,---
08/03/2016 07:32:50,20.54,58.9,0,0,0.164998,0.19534,-0.82619,---,---,---
08/03/2016 07:32:55,20.54,58.92,0,0,0.16522,0.195437,-0.826201,---,---,---
08/03/2016 07:33:00,20.55,58.95,0,0,0.165469,0.19551,-0.826192,---,---,---
08/03/2016 07:33:05,20.55,58.98,0,0,0.165652,0.195625,-0.826201,---,---,---
08/03/2016 07:33:10,20.55,59.02,0,0,0.16586,0.195724,-0.826204,---,---,---
08/03/2016 07:33:15,20.55,59.05,0,0,0.166015,0.195778,-0.826208,---,---,---
08/03/2016 07:33:20,20.55,59.07,0,0,0.166242,0.195859,-0.82621,---,---,---
08/03/2016 07:33:25,20.56,59.08,0,0,0.166333,0.195907,-0.826218,---,---,---
08/03/2016 07:33:30,20.56,59.09,0,0,0.16645,0.195965,-0.826205,---,---,---
08/03/2016 07:33:35,20.56,59.09,0,0,0.166514,0.196064,-0.826196,---,---,---
08/03/2016 07:33:40,20.56,59.1,0,0,0.166653,0.196155,-0.826193,---,---,---
08/03/2016 07:33:45,20.56,59.11,0,0,0.166734,0.196202,-0.826197,---,---,---
08/03/2016 07:33:50,20.57,59.11,0,0,0.16685,0.19626,-0.826186,---,---,---
08/03/2016 07:33:55,20.57,59.11,0,0,0.167021,0.196304,-0.826199,---,---,---
08/03/2016 07:34:00,20.57,59.11,0,0,0.16706,0.196383,-0.826189,---,---,---
08/03/2016 07:34:05,20.57,59.1,0,0,0.167116,0.19644,-0.826187,---,---,---
08/03/2016 07:34:10,20.58,59.1,---,---,---,---,---,---,---,---
08/03/2016 07:34:11,---,---,0,0,0.167242,0.196572,-0.826206,---,---,---
08/03/2016 07:34:15,20.58,59.09,0,0,0.167369,0.196647,-0.826212,---,---,---
08/03/2016 07:34:20,20.58,59.1,0,0,0.167461,0.196724,-0.826208,---,---,---
08/03/2016 07:34:25,20.58,59.11,0,0,0.167666,0.196797,-0.826211,---,---,---
08/03/2016 07:34:30,20.59,59.12,0,0,0.167852,0.196879,-0.826212,---,---,---
08/03/2016 07:34:35,20.59,59.12,0,0,0.16829,0.196945,-0.82622,---,---,---
08/03/2016 07:34:40,20.59,59.13,0,0,0.168423,0.197062,-0.826227,---,---,---
08/03/2016 07:34:45,20.59,59.13,0,0,0.168503,0.197105,-0.826246,---,---,---
08/03/2016 07:34:50,20.59,---,---,---,---,---,---,---,---,---
08/03/2016 07:34:52,---,---,0,0,0.168601,0.197208,-0.82625,---,---,---
08/03/2016 07:34:55,20.6,59.12,0,0,0.16874,0.197275,-0.826249,---,---,---
08/03/2016 07:35:00,20.6,59.11,0,0,0.168867,0.197378,-0.826243,---,---,---
08/03/2016 07:35:05,20.6,59.1,0,0,0.168983,0.197409,-0.826242,---,---,---
08/03/2016 07:35:10,20.6,59.09,0,0,0.168722,0.19749,-0.826246,---,---,---
08/03/2016 07:35:15,20.61,59.08,0,0,0.168833,0.197546,-0.826236,---,---,---
08/03/2016 07:35:20,20.61,59.08,0,0,0.168889,0.197596,-0.826241,---,---,---
08/03/2016 07:35:25,20.61,59.07,0,0,0.16896,0.197605,-0.826247,---,---,---
08/03/2016 07:35:30,20.61,59.06,0,0,0.169091,0.197677,-0.826241,---,---,---
08/03/2016 07:35:35,20.61,59.05,0,0,0.169183,0.197718,-0.826245,---,---,---
08/03/2016 07:35:40,20.62,59.05,0,0,0.169305,0.197797,-0.826263,---,---,---
08/03/2016 07:35:45,20.62,59.03,0,0,0.169451,0.197803,-0.82627,---,---,---
08/03/2016 07:35:50,20.62,59.01,0,0,0.169531,0.197827,-0.826281,---,---,---
08/03/2016 07:35:55,20.62,59,0,0,0.169569,0.197892,-0.826287,---,---,---
08/03/2016 07:36:00,20.63,58.99,0,0,0.169666,0.197873,-0.82631,---,---,---
08/03/2016 07:36:05,20.63,58.98,0,0,0.169808,0.197924,-0.826312,---,---,---
08/03/2016 07:36:11,20.63,58.98,0,0,0.169933,0.197964,-0.826324,---,---,---
08/03/2016 07:36:15,20.63,58.97,0,0,0.170047,0.19798,-0.826327,---,---,---
08/03/2016 07:36:20,20.64,58.96,0,0,0.170166,0.198119,-0.826322,---,---,---
08/03/2016 07:36:25,20.64,58.96,0,0,0.170325,0.198227,-0.826325,---,---,---
08/03/2016 07:36:30,20.64,58.97,0,0,0.170532,0.19838,-0.826322,---,---,---
08/03/2016 07:36:35,20.64,58.97,0,0,0.170667,0.198466,-0.826311,---,---,---
08/03/2016 07:36:40,20.64,58.98,0,0,0.170878,0.198492,-0.826314,---,---,---
08/03/2016 07:36:45,20.65,58.99,0,0,0.171091,0.198567,-0.826317,---,---,---
08/03/2016 07:36:50,20.65,59.01,0,0,0.171222,0.198552,-0.826316,---,---,---
08/03/2016 07:36:55,20.65,59.02,0,0,0.171393,0.198591,-0.826319,---,---,---
08/03/2016 07:37:00,20.65,59.03,0,0,0.171552,0.198662,-0.826323,---,---,---
08/03/2016 07:37:05,20.65,59.03,0,0,0.171652,0.198666,-0.826325,---,---,---
08/03/2016 07:37:10,20.66,59.03,0,0,0.171688,0.198683,-0.826328,---,---,---
08/03/2016 07:37:15,20.66,59.03,0,0,0.171734,0.19872,-0.826327,---,---,---
08/03/2016 07:37:20,20.66,59.02,0,0,0.171824,0.198736,-0.826323,---,---,---
08/03/2016 07:37:25,20.66,59.01,0,0,0.171964,0.198876,-0.826311,---,---,---
08/03/2016 07:37:30,20.66,59,0,0,0.171999,0.198898,-0.826309,---,---,---
08/03/2016 07:37:35,20.67,58.99,0,0,0.172015,0.198955,-0.826307,---,---,---
08/03/2016 07:37:40,20.67,58.99,0,0,0.172061,0.198997,-0.826314,---,---,---
08/03/2016 07:37:45,20.67,58.99,0,0,0.172116,0.199065,-0.826323,---,---,---
08/03/2016 07:37:50,20.67,58.98,0,0,0.172563,0.199076,-0.826334,---,---,---
08/03/2016 07:37:55,20.67,58.98,0,0,0.172667,0.199115,-0.826343,---,---,---
08/03/2016 07:38:00,20.68,58.98,0,0,0.172784,0.19917,-0.82636,---,---,---
08/03/2016 07:38:05,20.68,58.97,0,0,0.172902,0.199248,-0.826363,---,---,---
08/03/2016 07:38:11,20.68,58.96,0,0,0.172979,0.199319,-0.826379,---,---,---
08/03/2016 07:38:15,20.68,58.96,0,0,0.173024,0.199399,-0.826389,---,---,---
08/03/2016 07:38:20,20.68,58.95,0,0,0.173061,0.199415,-0.826401,---,---,---
08/03/2016 07:38:25,20.68,58.94,0,0,0.172809,0.199505,-0.826402,---,---,---
08/03/2016 07:38:30,20.69,58.94,0,0,0.172951,0.199542,-0.826401,---,---,---
08/03/2016 07:38:35,20.69,58.93,0,0,0.173154,0.199591,-0.826399,---,---,---
08/03/2016 07:38:40,20.69,58.93,0,0,0.173291,0.199704,-0.826387,---,---,---
08/03/2016 07:38:45,20.69,58.92,0,0,0.173405,0.199782,-0.826395,---,---,---
08/03/2016 07:38:50,20.69,58.91,0,0,0.173486,0.199844,-0.826405,---,---,---
08/03/2016 07:38:55,20.7,58.9,0,0,0.173556,0.199866,-0.826413,---,---,---
08/03/2016 07:39:00,20.7,58.9,0,0,0.173707,0.199829,-0.826432,---,---,---
08/03/2016 07:39:05,20.7,58.89,0,0,0.173824,0.199817,-0.826433,---,---,---
08/03/2016 07:39:10,20.7,58.89,0,0,0.173917,0.199842,-0.826442,---,---,---
08/03/2016 07:39:15,20.7,58.89,0,0,0.17398,0.199892,-0.826443,---,---,---
08/03/2016 07:39:20,20.7,58.89,0,0,0.174076,0.199923,-0.826448,---,---,---
08/03/2016 07:39:25,20.71,58.88,0,0,0.174117,0.199891,-0.826458,---,---,---
08/03/2016 07:39:30,20.71,---,---,---,---,---,---,---,---,---
08/03/2016 07:39:31,---,58.88,0,0,0.174235,0.199963,-0.826468,---,---,---
08/03/2016 07:39:35,20.71,58.88,0,0,0.174372,0.200005,-0.826477,---,---,---
08/03/2016 07:39:40,20.71,58.88,0,0,0.174427,0.19999,-0.82649,---,---,---
08/03/2016 07:39:45,20.71,58.87,0,0,0.174519,0.200085,-0.826491,---,---,---
08/03/2016 07:39:50,20.71,58.87,0,0,0.174645,0.200188,-0.826493,---,---,---
08/03/2016 07:39:55,20.72,58.86,0,0,0.174755,0.200278,-0.826502,---,---,---
08/03/2016 07:40:00,20.72,58.86,0,0,0.174823,0.200321,-0.82651,---,---,---
08/03/2016 07:40:05,20.72,58.86,0,0,0.174877,0.200319,-0.82651,---,---,---
08/03/2016 07:40:10,20.72,58.86,0,0,0.174965,0.200369,-0.826516,---,---,---
08/03/2016 07:40:15,20.72,58.86,0,0,0.175053,0.200425,-0.826521,---,---,---
08/03/2016 07:40:20,20.72,58.86,0,0,0.175135,0.20048,-0.826525,---,---,---
08/03/2016 07:40:25,20.73,58.86,0,0,0.175291,0.20055,-0.826532,---,---,---
08/03/2016 07:40:30,20.73,58.86,0,0,0.175389,0.200605,-0.826539,---,---,---
08/03/2016 07:40:35,20.73,58.86,0,0,0.175458,0.200687,-0.826535,---,---,---
08/03/2016 07:40:40,20.73,58.85,0,0,0.175535,0.200694,-0.82653,---,---,---
08/03/2016 07:40:45,20.73,58.84,0,0,0.175608,0.200693,-0.82653,---,---,---
08/03/2016 07:40:50,20.73,58.83,0,0,0.1757,0.200733,-0.826515,---,---,---
08/03/2016 07:40:55,20.73,58.82,0,0,0.175824,0.200723,-0.826499,---,---,---
08/03/2016 07:41:00,20.74,58.81,0,0,0.175903,0.200723,-0.826489,---,---,---
08/03/2016 07:41:05,20.74,58.8,0,0,0.176239,0.200749,-0.82648,---,---,---
08/03/2016 07:41:10,20.74,---,---,---,---,---,---,---,---,---
08/03/2016 07:41:11,---,58.79,0,0,0.176274,0.200851,-0.826489,---,---,---
08/03/2016 07:41:15,20.74,58.78,0,0,0.176314,0.200898,-0.826491,---,---,---
08/03/2016 07:41:20,20.74,58.77,0,0,0.176362,0.200928,-0.82649,---,---,---
08/03/2016 07:41:25,20.74,58.76,0,0,0.176467,0.200957,-0.826493,---,---,---
08/03/2016 07:41:30,20.75,58.77,---,---,---,---,---,---,---,---
08/03/2016 07:41:31,---,---,0,0,0.176564,0.201005,-0.826497,---,---,---
08/03/2016 07:41:35,20.75,58.79,---,---,---,---,---,---,---,---
08/03/2016 07:41:36,---,---,0,0,0.176787,0.201071,-0.826491,---,---,---
08/03/2016 07:41:40,20.75,58.81,0,---,0.176999,0.201183,---,---,---,---
08/03/2016 07:41:41,---,---,---,0,---,---,-0.826484,---,---,---
08/03/2016 07:41:45,20.75,58.82,0,0,0.177166,0.201273,-0.826481,---,---,---
08/03/2016 07:41:50,20.75,58.83,0,0,0.177192,0.201269,-0.826486,---,---,---
08/03/2016 07:41:55,20.76,58.84,0,0,0.177262,0.201265,-0.826499,---,---,---
08/03/2016 07:42:00,20.76,58.83,0,0,0.177264,0.201321,-0.826498,---,---,---
08/03/2016 07:42:05,20.76,58.82,0,0,0.177267,0.201363,-0.826499,---,---,---
08/03/2016 07:42:10,20.76,58.8,0,0,0.177235,0.201359,-0.826488,---,---,---
08/03/2016 07:42:15,20.76,58.78,0,0,0.177198,0.201395,-0.826477,---,---,---
08/03/2016 07:42:20,20.77,58.76,0,0,0.177218,0.201451,-0.826478,---,---,---
08/03/2016 07:42:25,20.77,58.74,0,0,0.17722,0.201496,-0.826482,---,---,---
08/03/2016 07:42:30,20.77,58.72,0,0,0.177265,0.201546,-0.826476,---,---,---
08/03/2016 07:42:35,20.77,58.7,0,0,0.177284,0.201532,-0.826481,---,---,---
08/03/2016 07:42:40,20.77,58.67,0,0,0.177358,0.201553,-0.826486,---,---,---
08/03/2016 07:42:45,20.77,58.71,0,---,0.177654,0.201603,---,---,---,---
08/03/2016 07:42:46,---,---,---,0,---,---,-0.826464,---,---,---
08/03/2016 07:42:51,20.78,---,---,---,---,---,---,---,---,---
08/03/2016 07:42:52,---,---,0,0,0.178023,0.201612,-0.826405,---,---,---
08/03/2016 07:42:55,20.78,58.76,0,0,0.178546,0.201668,-0.826332,---,---,---
08/03/2016 07:43:00,20.78,58.82,0,0,0.179102,0.201691,-0.826264,---,---,---
08/03/2016 07:43:05,20.78,58.89,0,0,0.179738,0.201692,-0.826188,---,---,---
08/03/2016 07:43:10,20.78,58.96,0,0,0.180308,0.201725,-0.826121,---,---,---
08/03/2016 07:43:15,20.79,59.03,0,0,0.180773,0.201764,-0.826077,---,---,---
08/03/2016 07:43:20,20.79,59.09,0,0,0.181129,0.201838,-0.826039,---,---,---
08/03/2016 07:43:25,20.79,59.16,0,0,0.181424,0.201945,-0.826002,---,---,---
08/03/2016 07:43:30,20.79,59.23,0,0,0.181642,0.202018,-0.825987,---,---,---
08/03/2016 07:43:35,20.8,59.29,0,0,0.181825,0.202079,-0.825962,---,---,---
08/03/2016 07:43:40,20.8,59.35,0,0,0.182001,0.202184,-0.825938,---,---,---
08/03/2016 07:43:45,20.8,59.42,0,0,0.182117,0.202168,-0.825918,---,---,---
08/03/2016 07:43:51,20.8,59.48,0,0,0.18224,0.202145,-0.825864,---,---,---
08/03/2016 07:43:56,20.81,59.54,0,0,0.182338,0.202124,-0.825825,---,---,---
08/03/2016 07:44:00,20.81,59.61,0,0,0.18251,0.202151,-0.825793,---,---,---
08/03/2016 07:44:05,20.81,59.67,0,0,0.182683,0.202216,-0.825753,---,---,---
08/03/2016 07:44:10,20.82,59.74,0,0,0.182898,0.202197,-0.825698,---,---,---
08/03/2016 07:44:15,20.82,59.8,0,---,0.183093,0.202184,---,---,---,---
08/03/2016 07:44:16,---,---,---,0,---,---,-0.825659,---,---,---
08/03/2016 07:44:20,20.82,59.87,0,0,0.18332,0.202125,-0.825619,---,---,---
08/03/2016 07:44:25,20.83,59.95,0,0,0.183679,0.20209,-0.825575,---,---,---
08/03/2016 07:44:30,20.83,---,---,---,---,---,---,---,---,---
08/03/2016 07:44:31,---,60.03,0,0,0.184222,0.202109,-0.825513,---,---,---
08/03/2016 07:44:35,20.83,60.13,0,0,0.184786,0.202171,-0.825456,---,---,---
08/03/2016 07:44:40,20.84,60.23,0,0,0.185392,0.202184,-0.82539,---,---,---
08/03/2016 07:44:45,20.84,60.34,0,0,0.185995,0.202249,-0.825335,---,---,---
08/03/2016 07:44:50,20.84,60.43,0,0,0.18642,0.202303,-0.825283,---,---,---
08/03/2016 07:44:55,20.85,60.52,0,---,0.18679,0.202348,---,---,---,---
08/03/2016 07:44:56,---,---,---,0,---,---,-0.825238,---,---,---
08/03/2016 07:45:00,20.85,60.59,0,0,0.187101,0.202364,-0.825173,---,---,---
08/03/2016 07:45:05,20.86,60.66,0,0,0.18728,0.202364,-0.825122,---,---,---
08/03/2016 07:45:10,20.86,---,---,---,---,---,---,---,---,---
08/03/2016 07:45:11,---,60.72,0,0,0.18739,0.202363,-0.825089,---,---,---
08/03/2016 07:45:15,20.86,60.78,0,---,0.187484,0.202425,---,---,---,---
08/03/2016 07:45:16,---,---,---,0,---,---,-0.825044,---,---,---
08/03/2016 07:45:20,20.87,60.85,0,---,0.187509,0.20246,---,---,---,---
08/03/2016 07:45:21,---,---,---,0,---,---,-0.825003,---,---,---
08/03/2016 07:45:25,20.87,60.87,0,---,0.18732,0.202457,---,---,---,---
08/03/2016 07:45:26,---,---,---,0,---,---,-0.824993,---,---,---
08/03/2016 07:45:30,20.88,60.88,0,---,0.187101,0.202474,---,---,---,---
08/03/2016 07:45:31,---,---,---,0,---,---,-0.825009,---,---,---
08/03/2016 07:45:35,20.88,60.87,0,---,0.186763,0.202419,---,---,---,---
08/03/2016 07:45:36,---,---,---,0,---,---,-0.825038,---,---,---
08/03/2016 07:45:40,20.89,60.83,0,---,0.186435,0.202384,---,---,---,---
08/03/2016 07:45:41,---,---,---,0,---,---,-0.825068,---,---,---
08/03/2016 07:45:45,20.89,60.8,0,---,0.186002,0.202418,---,---,---,---
08/03/2016 07:45:46,---,---,---,0,---,---,-0.8251,---,---,---
08/03/2016 07:45:51,20.9,60.76,0,0,0.185709,0.202434,-0.825122,---,---,---
08/03/2016 07:45:55,20.9,60.73,0,---,0.185488,0.202427,---,---,---,---
08/03/2016 07:45:56,---,---,---,0,---,---,-0.825125,---,---,---
08/03/2016 07:46:00,20.91,60.7,---,---,---,---,---,---,---,---
08/03/2016 07:46:01,---,---,0,0,0.185412,0.2024,-0.825132,---,---,---
08/03/2016 07:46:05,20.91,60.68,0,---,0.18537,0.202392,---,---,---,---
08/03/2016 07:46:06,---,---,---,0,---,---,-0.825113,---,---,---
08/03/2016 07:46:10,20.91,60.66,0,---,0.185394,0.202373,---,---,---,---
08/03/2016 07:46:11,---,---,---,0,---,---,-0.825086,---,---,---
08/03/2016 07:46:15,20.92,60.64,0,---,0.185541,0.202419,---,---,---,---
08/03/2016 07:46:16,---,---,---,0,---,---,-0.825076,---,---,---
08/03/2016 07:46:20,20.92,60.63,0,---,0.185782,0.202444,---,---,---,---
08/03/2016 07:46:21,---,---,---,0,---,---,-0.825046,---,---,---
08/03/2016 07:46:25,20.93,60.63,0,---,0.186085,0.202483,---,---,---,---
08/03/2016 07:46:26,---,---,---,0,---,---,-0.82502,---,---,---
08/03/2016 07:46:30,20.93,60.62,0,---,0.186405,0.202495,---,---,---,---
08/03/2016 07:46:31,---,---,---,0,---,---,-0.825013,---,---,---
08/03/2016 07:46:35,20.94,60.62,0,---,0.186735,0.202508,---,---,---,---
08/03/2016 07:46:36,---,---,---,0,---,---,-0.825002,---,---,---
08/03/2016 07:46:40,20.94,60.62,0,---,0.187,0.202528,---,---,---,---
08/03/2016 07:46:41,---,---,---,0,---,---,-0.82498,---,---,---
08/03/2016 07:46:45,20.95,60.61,0,---,0.187244,0.202505,---,---,---,---
08/03/2016 07:46:46,---,---,---,0,---,---,-0.824959,---,---,---
08/03/2016 07:46:50,20.95,60.59,0,---,0.187435,0.202581,---,---,---,---
08/03/2016 07:46:51,---,---,---,0,---,---,-0.824942,---,---,---
08/03/2016 07:46:55,20.96,60.57,0,---,0.187624,0.202659,---,---,---,---
08/03/2016 07:46:56,---,---,---,0,---,---,-0.824933,---,---,---
08/03/2016 07:47:00,20.96,60.54,0,---,0.187657,0.202701,---,---,---,---
08/03/2016 07:47:01,---,---,---,0,---,---,-0.824944,---,---,---
08/03/2016 07:47:05,20.97,60.53,---,---,---,---,---,---,---,---
08/03/2016 07:47:06,---,---,0,0,0.187695,0.202727,-0.824959,---,---,---
08/03/2016 07:47:10,20.97,60.58,0,---,0.187855,0.202732,---,---,---,---
08/03/2016 07:47:11,---,---,---,0,---,---,-0.824979,---,---,---
08/03/2016 07:47:15,20.98,60.63,0,---,0.187939,0.20272,---,---,---,---
08/03/2016 07:47:16,---,---,---,0,---,---,-0.824995,---,---,---
08/03/2016 07:47:20,20.98,60.68,0,---,0.18799,0.202799,---,---,---,---
08/03/2016 07:47:21,---,---,---,0,---,---,-0.825034,---,---,---
08/03/2016 07:47:25,20.99,60.74,0,---,0.187975,0.202832,---,---,---,---
08/03/2016 07:47:26,---,---,---,0,---,---,-0.825076,---,---,---
08/03/2016 07:47:30,20.99,60.8,0,---,0.188144,0.202813,---,---,---,---
08/03/2016 07:47:31,---,---,---,0,---,---,-0.825108,---,---,---
08/03/2016 07:47:35,20.99,60.87,0,---,0.188274,0.202789,---,---,---,---
08/03/2016 07:47:36,---,---,---,0,---,---,-0.825123,---,---,---
08/03/2016 07:47:40,21,60.94,0,---,0.188296,0.202817,---,---,---,---
08/03/2016 07:47:41,---,---,---,0,---,---,-0.825159,---,---,---
08/03/2016 07:47:45,21.01,61.07,0,---,0.188474,0.202813,---,---,---,---
08/03/2016 07:47:46,---,---,---,0,---,---,-0.825216,---,---,---
08/03/2016 07:47:50,21.01,61.27,0,---,0.189013,0.202784,---,---,---,---
08/03/2016 07:47:51,---,---,---,0,---,---,-0.825247,---,---,---
08/03/2016 07:47:55,21.02,61.5,0,---,0.189743,0.202759,---,---,---,---
08/03/2016 07:47:56,---,---,---,0,---,---,-0.825281,---,---,---
08/03/2016 07:48:00,21.02,61.75,0,---,0.1905,0.202709,---,---,---,---
08/03/2016 07:48:01,---,---,---,0,---,---,-0.825312,---,---,---
08/03/2016 07:48:05,21.03,62.02,0,---,0.191236,0.202696,---,---,---,---
08/03/2016 07:48:06,---,---,---,0,---,---,-0.825342,---,---,---
08/03/2016 07:48:10,21.03,62.29,---,---,---,---,---,---,---,---
08/03/2016 07:48:11,---,---,0,0,0.191925,0.202712,-0.825358,---,---,---
08/03/2016 07:48:15,21.04,62.55,0,---,0.192518,0.202772,---,---,---,---
08/03/2016 07:48:16,---,---,---,0,---,---,-0.82538,---,---,---
08/03/2016 07:48:20,21.04,62.79,0,---,0.193035,0.202802,---,---,---,---
08/03/2016 07:48:21,---,---,---,0,---,---,-0.8254,---,---,---
08/03/2016 07:48:25,21.05,63.02,0,---,0.193416,0.2028,---,---,---,---
08/03/2016 07:48:26,---,---,---,0,---,---,-0.825398,---,---,---
08/03/2016 07:48:30,21.06,63.22,0,---,0.193502,0.202798,---,---,---,---
08/03/2016 07:48:31,---,---,---,0,---,---,-0.825406,---,---,---
08/03/2016 07:48:35,21.06,63.4,0,---,0.193472,0.202802,---,---,---,---
08/03/2016 07:48:36,---,---,---,0,---,---,-0.825412,---,---,---
08/03/2016 07:48:40,21.07,63.55,0,---,0.193164,0.202848,---,---,---,---
08/03/2016 07:48:41,---,---,---,0,---,---,-0.825398,---,---,---
08/03/2016 07:48:45,21.07,63.66,0,---,0.192743,0.202826,---,---,---,---
08/03/2016 07:48:46,---,---,---,0,---,---,-0.825414,---,---,---
08/03/2016 07:48:50,21.08,63.73,0,---,0.192221,0.202829,---,---,---,---
08/03/2016 07:48:51,---,---,---,0,---,---,-0.825418,---,---,---
08/03/2016 07:48:55,21.08,63.77,0,---,0.191664,0.202788,---,---,---,---
08/03/2016 07:48:56,---,---,---,0,---,---,-0.825436,---,---,---
08/03/2016 07:49:00,21.09,63.83,0,---,0.191082,0.202752,---,---,---,---
08/03/2016 07:49:01,---,---,---,0,---,---,-0.825491,---,---,---
08/03/2016 07:49:05,21.09,63.95,0,---,0.190886,0.202742,---,---,---,---
08/03/2016 07:49:06,---,---,---,0,---,---,-0.825564,---,---,---
08/03/2016 07:49:10,21.1,---,---,---,---,---,---,---,---,---
08/03/2016 07:49:11,---,64.12,0,0,0.190982,0.202754,-0.825628,---,---,---
08/03/2016 07:49:15,21.1,64.32,0,---,0.191299,0.202776,---,---,---,---
08/03/2016 07:49:16,---,---,---,0,---,---,-0.825698,---,---,---
08/03/2016 07:49:20,21.11,64.55,0,---,0.191775,0.202748,---,---,---,---
08/03/2016 07:49:21,---,---,---,0,---,---,-0.825725,---,---,---
08/03/2016 07:49:25,21.11,64.74,0,---,0.19215,0.202729,---,---,---,---
08/03/2016 07:49:26,---,---,---,0,---,---,-0.825734,---,---,---
08/03/2016 07:49:30,21.12,64.87,0,---,0.192186,0.202717,---,---,---,---
08/03/2016 07:49:31,---,---,---,0,---,---,-0.825742,---,---,---
08/03/2016 07:49:35,21.12,64.99,0,---,0.191821,0.202705,---,---,---,---
08/03/2016 07:49:36,---,---,---,0,---,---,-0.825772,---,---,---
08/03/2016 07:49:40,21.13,65.1,0,---,0.191438,0.20276,---,---,---,---
08/03/2016 07:49:41,---,---,---,0,---,---,-0.825816,---,---,---
08/03/2016 07:49:45,21.14,65.28,0,---,0.191261,0.202768,---,---,---,---
08/03/2016 07:49:46,---,---,---,0,---,---,-0.825873,---,---,---
08/03/2016 07:49:50,21.14,65.44,0,---,0.191186,0.202767,---,---,---,---
